agent,capacity,dst_region,installed,region,sector,technology,type,year
A1,10.0000,r1,2020,r1,residential,gasboiler,newcapa,2020
A1,1.0000,r1,2020,r1,power,gasCCGT,newcapa,2020
A1,15.0000,r1,2020,r1,gas,gassupply1,newcapa,2020
A1,5.0000,r1,2020,r1,residential,gasboiler,newcapa,2025
A1,19.0000,r1,2025,r1,residential,gasboiler,newcapa,2025
A1,1.0000,r1,2020,r1,power,gasCCGT,newcapa,2025
A1,15.0000,r1,2020,r1,gas,gassupply1,newcapa,2025
A1,15.9333,r1,2025,r1,gas,gassupply1,newcapa,2025
A1,19.0000,r1,2025,r1,residential,gasboiler,newcapa,2030
A1,8.5117,r1,2030,r1,residential,gasboiler,newcapa,2030
A1,2.4883,r1,2030,r1,residential,heatpump,newcapa,2030
A1,2.4883,r1,2030,r1,power,solarPV,newcapa,2030
A1,7.5000,r1,2020,r1,gas,gassupply1,newcapa,2030
A1,15.9333,r1,2025,r1,gas,gassupply1,newcapa,2030
A1,12.0262,r1,2030,r1,gas,gassupply1,newcapa,2030
A1,8.5117,r1,2030,r1,residential,gasboiler,newcapa,2035
A1,21.2966,r1,2035,r1,residential,gasboiler,newcapa,2035
A1,2.4883,r1,2030,r1,residential,heatpump,newcapa,2035
A1,3.7034,r1,2035,r1,residential,heatpump,newcapa,2035
A1,2.4883,r1,2030,r1,power,solarPV,newcapa,2035
A1,3.7034,r1,2035,r1,power,solarPV,newcapa,2035
A1,15.9333,r1,2025,r1,gas,gassupply1,newcapa,2035
A1,12.0262,r1,2030,r1,gas,gassupply1,newcapa,2035
A1,10.4600,r1,2035,r1,gas,gassupply1,newcapa,2035
A1,21.2966,r1,2035,r1,residential,gasboiler,newcapa,2040
A1,5.2964,r1,2040,r1,residential,gasboiler,newcapa,2040
A1,3.7034,r1,2035,r1,residential,heatpump,newcapa,2040
A1,11.7036,r1,2040,r1,residential,heatpump,newcapa,2040
A1,2.4883,r1,2030,r1,power,solarPV,newcapa,2040
A1,3.7034,r1,2035,r1,power,solarPV,newcapa,2040
A1,9.2153,r1,2040,r1,power,solarPV,newcapa,2040
A1,15.9333,r1,2025,r1,gas,gassupply1,newcapa,2040
A1,12.0262,r1,2030,r1,gas,gassupply1,newcapa,2040
A1,10.4600,r1,2035,r1,gas,gassupply1,newcapa,2040
A1,5.2964,r1,2040,r1,residential,gasboiler,newcapa,2045
A1,4.3660,r1,2045,r1,residential,gasboiler,newcapa,2045
A1,11.7036,r1,2040,r1,residential,heatpump,newcapa,2045
A1,26.6340,r1,2045,r1,residential,heatpump,newcapa,2045
A1,2.3719,r1,2045,r1,power,gasCCGT,newcapa,2045
A1,2.4883,r1,2030,r1,power,solarPV,newcapa,2045
A1,3.7034,r1,2035,r1,power,solarPV,newcapa,2045
A1,9.2153,r1,2040,r1,power,solarPV,newcapa,2045
A1,10.0000,r1,2045,r1,power,solarPV,newcapa,2045
A1,7.5938,r1,2045,r1,power,windturbine,newcapa,2045
A1,15.9333,r1,2025,r1,gas,gassupply1,newcapa,2045
A1,12.0262,r1,2030,r1,gas,gassupply1,newcapa,2045
A1,10.4600,r1,2035,r1,gas,gassupply1,newcapa,2045
A1,4.3660,r1,2045,r1,residential,gasboiler,newcapa,2050
A1,26.6340,r1,2045,r1,residential,heatpump,newcapa,2050
A1,23.0000,r1,2050,r1,residential,heatpump,newcapa,2050
A1,2.3719,r1,2045,r1,power,gasCCGT,newcapa,2050
A1,0.5762,r1,2050,r1,power,gasCCGT,newcapa,2050
A1,2.4883,r1,2030,r1,power,solarPV,newcapa,2050
A1,3.7034,r1,2035,r1,power,solarPV,newcapa,2050
A1,9.2153,r1,2040,r1,power,solarPV,newcapa,2050
A1,10.0000,r1,2045,r1,power,solarPV,newcapa,2050
A1,10.0000,r1,2050,r1,power,solarPV,newcapa,2050
A1,7.5938,r1,2045,r1,power,windturbine,newcapa,2050
A1,15.9333,r1,2025,r1,gas,gassupply1,newcapa,2050
A1,12.0262,r1,2030,r1,gas,gassupply1,newcapa,2050
A1,10.4600,r1,2035,r1,gas,gassupply1,newcapa,2050
