timeslice,commodity,region,prices,year
"('all-year', 'all-week', 'night')",electricity,R1,19.50000000000,2020
"('all-year', 'all-week', 'night')",electricity,R2,19.50000000000,2020
"('all-year', 'all-week', 'night')",gas,R1,7.15280000000,2020
"('all-year', 'all-week', 'night')",gas,R2,7.15280000000,2020
"('all-year', 'all-week', 'night')",heat,R1,100.00000000000,2020
"('all-year', 'all-week', 'night')",heat,R2,100.00000000000,2020
"('all-year', 'all-week', 'night')",CO2f,R1,0.08310000000,2020
"('all-year', 'all-week', 'night')",CO2f,R2,0.08310000000,2020
"('all-year', 'all-week', 'morning')",electricity,R1,19.50000000000,2020
"('all-year', 'all-week', 'morning')",electricity,R2,19.50000000000,2020
"('all-year', 'all-week', 'morning')",gas,R1,7.15280000000,2020
"('all-year', 'all-week', 'morning')",gas,R2,7.15280000000,2020
"('all-year', 'all-week', 'morning')",heat,R1,100.00000000000,2020
"('all-year', 'all-week', 'morning')",heat,R2,100.00000000000,2020
"('all-year', 'all-week', 'morning')",CO2f,R1,0.08310000000,2020
"('all-year', 'all-week', 'morning')",CO2f,R2,0.08310000000,2020
"('all-year', 'all-week', 'afternoon')",electricity,R1,19.50000000000,2020
"('all-year', 'all-week', 'afternoon')",electricity,R2,19.50000000000,2020
"('all-year', 'all-week', 'afternoon')",gas,R1,7.15280000000,2020
"('all-year', 'all-week', 'afternoon')",gas,R2,7.15280000000,2020
"('all-year', 'all-week', 'afternoon')",heat,R1,100.00000000000,2020
"('all-year', 'all-week', 'afternoon')",heat,R2,100.00000000000,2020
"('all-year', 'all-week', 'afternoon')",CO2f,R1,0.08310000000,2020
"('all-year', 'all-week', 'afternoon')",CO2f,R2,0.08310000000,2020
"('all-year', 'all-week', 'early-peak')",electricity,R1,19.50000000000,2020
"('all-year', 'all-week', 'early-peak')",electricity,R2,19.50000000000,2020
"('all-year', 'all-week', 'early-peak')",gas,R1,7.15280000000,2020
"('all-year', 'all-week', 'early-peak')",gas,R2,7.15280000000,2020
"('all-year', 'all-week', 'early-peak')",heat,R1,100.00000000000,2020
"('all-year', 'all-week', 'early-peak')",heat,R2,100.00000000000,2020
"('all-year', 'all-week', 'early-peak')",CO2f,R1,0.08310000000,2020
"('all-year', 'all-week', 'early-peak')",CO2f,R2,0.08310000000,2020
"('all-year', 'all-week', 'late-peak')",electricity,R1,19.50000000000,2020
"('all-year', 'all-week', 'late-peak')",electricity,R2,19.50000000000,2020
"('all-year', 'all-week', 'late-peak')",gas,R1,7.15280000000,2020
"('all-year', 'all-week', 'late-peak')",gas,R2,7.15280000000,2020
"('all-year', 'all-week', 'late-peak')",heat,R1,100.00000000000,2020
"('all-year', 'all-week', 'late-peak')",heat,R2,100.00000000000,2020
"('all-year', 'all-week', 'late-peak')",CO2f,R1,0.08310000000,2020
"('all-year', 'all-week', 'late-peak')",CO2f,R2,0.08310000000,2020
"('all-year', 'all-week', 'evening')",electricity,R1,19.50000000000,2020
"('all-year', 'all-week', 'evening')",electricity,R2,19.50000000000,2020
"('all-year', 'all-week', 'evening')",gas,R1,7.15280000000,2020
"('all-year', 'all-week', 'evening')",gas,R2,7.15280000000,2020
"('all-year', 'all-week', 'evening')",heat,R1,100.00000000000,2020
"('all-year', 'all-week', 'evening')",heat,R2,100.00000000000,2020
"('all-year', 'all-week', 'evening')",CO2f,R1,0.08310000000,2020
"('all-year', 'all-week', 'evening')",CO2f,R2,0.08310000000,2020
"('all-year', 'all-week', 'night')",electricity,R1,2.56120000000,2025
"('all-year', 'all-week', 'night')",electricity,R2,2.56210000000,2025
"('all-year', 'all-week', 'night')",gas,R1,0.04720000000,2025
"('all-year', 'all-week', 'night')",gas,R2,0.04720000000,2025
"('all-year', 'all-week', 'night')",heat,R1,1.25550000000,2025
"('all-year', 'all-week', 'night')",heat,R2,1.25550000000,2025
"('all-year', 'all-week', 'night')",CO2f,R1,0.12010000000,2025
"('all-year', 'all-week', 'night')",CO2f,R2,0.12010000000,2025
"('all-year', 'all-week', 'morning')",electricity,R1,3.84180000000,2025
"('all-year', 'all-week', 'morning')",electricity,R2,3.84320000000,2025
"('all-year', 'all-week', 'morning')",gas,R1,0.07080000000,2025
"('all-year', 'all-week', 'morning')",gas,R2,0.07080000000,2025
"('all-year', 'all-week', 'morning')",heat,R1,1.88330000000,2025
"('all-year', 'all-week', 'morning')",heat,R2,1.88330000000,2025
"('all-year', 'all-week', 'morning')",CO2f,R1,0.12010000000,2025
"('all-year', 'all-week', 'morning')",CO2f,R2,0.12010000000,2025
"('all-year', 'all-week', 'afternoon')",electricity,R1,2.56120000000,2025
"('all-year', 'all-week', 'afternoon')",electricity,R2,2.56210000000,2025
"('all-year', 'all-week', 'afternoon')",gas,R1,0.04720000000,2025
"('all-year', 'all-week', 'afternoon')",gas,R2,0.04720000000,2025
"('all-year', 'all-week', 'afternoon')",heat,R1,1.25550000000,2025
"('all-year', 'all-week', 'afternoon')",heat,R2,1.25550000000,2025
"('all-year', 'all-week', 'afternoon')",CO2f,R1,0.12010000000,2025
"('all-year', 'all-week', 'afternoon')",CO2f,R2,0.12010000000,2025
"('all-year', 'all-week', 'early-peak')",electricity,R1,3.84180000000,2025
"('all-year', 'all-week', 'early-peak')",electricity,R2,3.84320000000,2025
"('all-year', 'all-week', 'early-peak')",gas,R1,0.07080000000,2025
"('all-year', 'all-week', 'early-peak')",gas,R2,0.07080000000,2025
"('all-year', 'all-week', 'early-peak')",heat,R1,1.88330000000,2025
"('all-year', 'all-week', 'early-peak')",heat,R2,1.88330000000,2025
"('all-year', 'all-week', 'early-peak')",CO2f,R1,0.12010000000,2025
"('all-year', 'all-week', 'early-peak')",CO2f,R2,0.12010000000,2025
"('all-year', 'all-week', 'late-peak')",electricity,R1,7.68350000000,2025
"('all-year', 'all-week', 'late-peak')",electricity,R2,7.68630000000,2025
"('all-year', 'all-week', 'late-peak')",gas,R1,0.14170000000,2025
"('all-year', 'all-week', 'late-peak')",gas,R2,0.14170000000,2025
"('all-year', 'all-week', 'late-peak')",heat,R1,3.76660000000,2025
"('all-year', 'all-week', 'late-peak')",heat,R2,3.76660000000,2025
"('all-year', 'all-week', 'late-peak')",CO2f,R1,0.12010000000,2025
"('all-year', 'all-week', 'late-peak')",CO2f,R2,0.12010000000,2025
"('all-year', 'all-week', 'evening')",electricity,R1,5.12230000000,2025
"('all-year', 'all-week', 'evening')",electricity,R2,5.12420000000,2025
"('all-year', 'all-week', 'evening')",gas,R1,0.09440000000,2025
"('all-year', 'all-week', 'evening')",gas,R2,0.09440000000,2025
"('all-year', 'all-week', 'evening')",heat,R1,2.51110000000,2025
"('all-year', 'all-week', 'evening')",heat,R2,2.51110000000,2025
"('all-year', 'all-week', 'evening')",CO2f,R1,0.12010000000,2025
"('all-year', 'all-week', 'evening')",CO2f,R2,0.12010000000,2025
"('all-year', 'all-week', 'night')",electricity,R1,1.55380000000,2030
"('all-year', 'all-week', 'night')",electricity,R2,1.55470000000,2030
"('all-year', 'all-week', 'night')",gas,R1,0.04720000000,2030
"('all-year', 'all-week', 'night')",gas,R2,0.04720000000,2030
"('all-year', 'all-week', 'night')",heat,R1,0.12650000000,2030
"('all-year', 'all-week', 'night')",heat,R2,0.12650000000,2030
"('all-year', 'all-week', 'night')",CO2f,R1,0.15700000000,2030
"('all-year', 'all-week', 'night')",CO2f,R2,0.15700000000,2030
"('all-year', 'all-week', 'morning')",electricity,R1,2.33660000000,2030
"('all-year', 'all-week', 'morning')",electricity,R2,2.33800000000,2030
"('all-year', 'all-week', 'morning')",gas,R1,0.07080000000,2030
"('all-year', 'all-week', 'morning')",gas,R2,0.07080000000,2030
"('all-year', 'all-week', 'morning')",heat,R1,0.26660000000,2030
"('all-year', 'all-week', 'morning')",heat,R2,0.26670000000,2030
"('all-year', 'all-week', 'morning')",CO2f,R1,0.15700000000,2030
"('all-year', 'all-week', 'morning')",CO2f,R2,0.15700000000,2030
"('all-year', 'all-week', 'afternoon')",electricity,R1,1.55380000000,2030
"('all-year', 'all-week', 'afternoon')",electricity,R2,1.55470000000,2030
"('all-year', 'all-week', 'afternoon')",gas,R1,0.04720000000,2030
"('all-year', 'all-week', 'afternoon')",gas,R2,0.04720000000,2030
"('all-year', 'all-week', 'afternoon')",heat,R1,0.12650000000,2030
"('all-year', 'all-week', 'afternoon')",heat,R2,0.12650000000,2030
"('all-year', 'all-week', 'afternoon')",CO2f,R1,0.15700000000,2030
"('all-year', 'all-week', 'afternoon')",CO2f,R2,0.15700000000,2030
"('all-year', 'all-week', 'early-peak')",electricity,R1,2.33660000000,2030
"('all-year', 'all-week', 'early-peak')",electricity,R2,2.33800000000,2030
"('all-year', 'all-week', 'early-peak')",gas,R1,0.07080000000,2030
"('all-year', 'all-week', 'early-peak')",gas,R2,0.07080000000,2030
"('all-year', 'all-week', 'early-peak')",heat,R1,0.26660000000,2030
"('all-year', 'all-week', 'early-peak')",heat,R2,0.26670000000,2030
"('all-year', 'all-week', 'early-peak')",CO2f,R1,0.15700000000,2030
"('all-year', 'all-week', 'early-peak')",CO2f,R2,0.15700000000,2030
"('all-year', 'all-week', 'late-peak')",electricity,R1,4.70870000000,2030
"('all-year', 'all-week', 'late-peak')",electricity,R2,4.71150000000,2030
"('all-year', 'all-week', 'late-peak')",gas,R1,0.14170000000,2030
"('all-year', 'all-week', 'late-peak')",gas,R2,0.14170000000,2030
"('all-year', 'all-week', 'late-peak')",heat,R1,0.99420000000,2030
"('all-year', 'all-week', 'late-peak')",heat,R2,0.99450000000,2030
"('all-year', 'all-week', 'late-peak')",CO2f,R1,0.15700000000,2030
"('all-year', 'all-week', 'late-peak')",CO2f,R2,0.15700000000,2030
"('all-year', 'all-week', 'evening')",electricity,R1,3.12340000000,2030
"('all-year', 'all-week', 'evening')",electricity,R2,3.12530000000,2030
"('all-year', 'all-week', 'evening')",gas,R1,0.09440000000,2030
"('all-year', 'all-week', 'evening')",gas,R2,0.09440000000,2030
"('all-year', 'all-week', 'evening')",heat,R1,0.45790000000,2030
"('all-year', 'all-week', 'evening')",heat,R2,0.45800000000,2030
"('all-year', 'all-week', 'evening')",CO2f,R1,0.15700000000,2030
"('all-year', 'all-week', 'evening')",CO2f,R2,0.15700000000,2030
"('all-year', 'all-week', 'night')",electricity,R1,2.08440000000,2035
"('all-year', 'all-week', 'night')",electricity,R2,2.08530000000,2035
"('all-year', 'all-week', 'night')",gas,R1,0.04720000000,2035
"('all-year', 'all-week', 'night')",gas,R2,0.04720000000,2035
"('all-year', 'all-week', 'night')",heat,R1,0.08620000000,2035
"('all-year', 'all-week', 'night')",heat,R2,0.08620000000,2035
"('all-year', 'all-week', 'night')",CO2f,R1,0.21490000000,2035
"('all-year', 'all-week', 'night')",CO2f,R2,0.21490000000,2035
"('all-year', 'all-week', 'morning')",electricity,R1,3.13250000000,2035
"('all-year', 'all-week', 'morning')",electricity,R2,3.13390000000,2035
"('all-year', 'all-week', 'morning')",gas,R1,0.07080000000,2035
"('all-year', 'all-week', 'morning')",gas,R2,0.07080000000,2035
"('all-year', 'all-week', 'morning')",heat,R1,0.17630000000,2035
"('all-year', 'all-week', 'morning')",heat,R2,0.17640000000,2035
"('all-year', 'all-week', 'morning')",CO2f,R1,0.21490000000,2035
"('all-year', 'all-week', 'morning')",CO2f,R2,0.21490000000,2035
"('all-year', 'all-week', 'afternoon')",electricity,R1,2.08440000000,2035
"('all-year', 'all-week', 'afternoon')",electricity,R2,2.08530000000,2035
"('all-year', 'all-week', 'afternoon')",gas,R1,0.04720000000,2035
"('all-year', 'all-week', 'afternoon')",gas,R2,0.04720000000,2035
