asset,year,region,installed,technology,capacity
0,2020,R1,2020,gasCCGT,1.00000000000
0,2025,R1,2020,gasCCGT,1.00000000000
1,2025,R1,2020,solarPV,6.75000000000
1,2030,R1,2020,solarPV,6.75000000000
1,2035,R1,2020,solarPV,6.75000000000
1,2040,R1,2020,solarPV,6.75000000000
1,2045,R1,2020,solarPV,6.75000000000
1,2049,R1,2020,solarPV,6.75000000000
2,2025,R1,2020,windturbine,10.00000000000
2,2030,R1,2020,windturbine,10.00000000000
2,2035,R1,2020,windturbine,10.00000000000
2,2040,R1,2020,windturbine,10.00000000000
2,2045,R1,2020,windturbine,10.00000000000
2,2049,R1,2020,windturbine,10.00000000000
3,2020,R2,2020,gasCCGT,1.00000000000
3,2025,R2,2020,gasCCGT,1.00000000000
4,2025,R2,2020,windturbine,16.75000000000
4,2030,R2,2020,windturbine,16.75000000000
4,2035,R2,2020,windturbine,16.75000000000
4,2040,R2,2020,windturbine,16.75000000000
4,2045,R2,2020,windturbine,16.75000000000
4,2049,R2,2020,windturbine,16.75000000000
