,timeslice,commodity,region,installed,technology,year,agent,category,sector,consumption
25,"('all-year', 'all-week', 'night')",electricity,R1,2020.00000000000,heatpump,2025.00000000000,A2,retrofit,residential,0.05020000000
26,"('all-year', 'all-week', 'morning')",gas,R1,2020.00000000000,gasboiler,2025.00000000000,A2,retrofit,residential,0.34713000000
27,"('all-year', 'all-week', 'morning')",electricity,R1,2020.00000000000,heatpump,2025.00000000000,A2,retrofit,residential,0.07530000000
28,"('all-year', 'all-week', 'afternoon')",gas,R1,2020.00000000000,gasboiler,2025.00000000000,A2,retrofit,residential,0.23142000000
29,"('all-year', 'all-week', 'afternoon')",electricity,R1,2020.00000000000,heatpump,2025.00000000000,A2,retrofit,residential,0.05020000000
30,"('all-year', 'all-week', 'early-peak')",gas,R1,2020.00000000000,gasboiler,2025.00000000000,A2,retrofit,residential,0.34713000000
31,"('all-year', 'all-week', 'early-peak')",electricity,R1,2020.00000000000,heatpump,2025.00000000000,A2,retrofit,residential,0.07530000000
32,"('all-year', 'all-week', 'late-peak')",gas,R1,2020.00000000000,gasboiler,2025.00000000000,A2,retrofit,residential,0.69426000000
33,"('all-year', 'all-week', 'late-peak')",electricity,R1,2020.00000000000,heatpump,2025.00000000000,A2,retrofit,residential,0.15060000000
34,"('all-year', 'all-week', 'evening')",gas,R1,2020.00000000000,gasboiler,2025.00000000000,A2,retrofit,residential,0.46284000000
35,"('all-year', 'all-week', 'evening')",electricity,R1,2020.00000000000,heatpump,2025.00000000000,A2,retrofit,residential,0.10040000000
36,"('all-year', 'all-week', 'night')",gas,R1,2020.00000000000,gasCCGT,2025.00000000000,A1,retrofit,power,0.07515000000
37,"('all-year', 'all-week', 'night')",wind,R1,2020.00000000000,windturbine,2025.00000000000,A1,retrofit,power,0.12233333333
38,"('all-year', 'all-week', 'morning')",gas,R1,2020.00000000000,gasCCGT,2025.00000000000,A1,retrofit,power,0.11272500000
39,"('all-year', 'all-week', 'morning')",wind,R1,2020.00000000000,windturbine,2025.00000000000,A1,retrofit,power,0.18350000000
40,"('all-year', 'all-week', 'afternoon')",gas,R1,2020.00000000000,gasCCGT,2025.00000000000,A1,retrofit,power,0.07515000000
41,"('all-year', 'all-week', 'afternoon')",wind,R1,2020.00000000000,windturbine,2025.00000000000,A1,retrofit,power,0.12233333333
42,"('all-year', 'all-week', 'early-peak')",gas,R1,2020.00000000000,gasCCGT,2025.00000000000,A1,retrofit,power,0.11272500000
43,"('all-year', 'all-week', 'early-peak')",wind,R1,2020.00000000000,windturbine,2025.00000000000,A1,retrofit,power,0.18350000000
44,"('all-year', 'all-week', 'late-peak')",gas,R1,2020.00000000000,gasCCGT,2025.00000000000,A1,retrofit,power,0.22545000000
45,"('all-year', 'all-week', 'late-peak')",wind,R1,2020.00000000000,windturbine,2025.00000000000,A1,retrofit,power,0.36700000000
46,"('all-year', 'all-week', 'evening')",gas,R1,2020.00000000000,gasCCGT,2025.00000000000,A1,retrofit,power,0.15030000000
47,"('all-year', 'all-week', 'evening')",wind,R1,2020.00000000000,windturbine,2025.00000000000,A1,retrofit,power,0.24466666667
48,"('all-year', 'all-week', 'night')",gas,R1,2020.00000000000,gasboiler,2030.00000000000,A1,retrofit,residential,0.00000000771
49,"('all-year', 'all-week', 'night')",electricity,R1,2020.00000000000,heatpump,2030.00000000000,A1,retrofit,residential,0.11713333333
50,"('all-year', 'all-week', 'night')",gas,R1,2025.00000000000,gasboiler,2030.00000000000,A1,retrofit,residential,0.60764665895
51,"('all-year', 'all-week', 'morning')",gas,R1,2020.00000000000,gasboiler,2030.00000000000,A1,retrofit,residential,0.00000001157
52,"('all-year', 'all-week', 'morning')",electricity,R1,2020.00000000000,heatpump,2030.00000000000,A1,retrofit,residential,0.17570000000
53,"('all-year', 'all-week', 'morning')",gas,R1,2025.00000000000,gasboiler,2030.00000000000,A1,retrofit,residential,0.91146998843
54,"('all-year', 'all-week', 'afternoon')",gas,R1,2020.00000000000,gasboiler,2030.00000000000,A1,retrofit,residential,0.00000000771
55,"('all-year', 'all-week', 'afternoon')",electricity,R1,2020.00000000000,heatpump,2030.00000000000,A1,retrofit,residential,0.11713333333
56,"('all-year', 'all-week', 'afternoon')",gas,R1,2025.00000000000,gasboiler,2030.00000000000,A1,retrofit,residential,0.60764665895
57,"('all-year', 'all-week', 'early-peak')",gas,R1,2020.00000000000,gasboiler,2030.00000000000,A1,retrofit,residential,0.00000001157
58,"('all-year', 'all-week', 'early-peak')",electricity,R1,2020.00000000000,heatpump,2030.00000000000,A1,retrofit,residential,0.17570000000
59,"('all-year', 'all-week', 'early-peak')",gas,R1,2025.00000000000,gasboiler,2030.00000000000,A1,retrofit,residential,0.91146998843
60,"('all-year', 'all-week', 'late-peak')",gas,R1,2020.00000000000,gasboiler,2030.00000000000,A1,retrofit,residential,0.00000002314
61,"('all-year', 'all-week', 'late-peak')",electricity,R1,2020.00000000000,heatpump,2030.00000000000,A1,retrofit,residential,0.35140000000
62,"('all-year', 'all-week', 'late-peak')",gas,R1,2025.00000000000,gasboiler,2030.00000000000,A1,retrofit,residential,1.82293997686
63,"('all-year', 'all-week', 'evening')",gas,R1,2020.00000000000,gasboiler,2030.00000000000,A1,retrofit,residential,0.00000001543
64,"('all-year', 'all-week', 'evening')",electricity,R1,2020.00000000000,heatpump,2030.00000000000,A1,retrofit,residential,0.23426666667
65,"('all-year', 'all-week', 'evening')",gas,R1,2025.00000000000,gasboiler,2030.00000000000,A1,retrofit,residential,1.21529331791
66,"('all-year', 'all-week', 'night')",gas,R1,2020.00000000000,gasboiler,2030.00000000000,A2,retrofit,residential,0.00000000331
67,"('all-year', 'all-week', 'night')",electricity,R1,2020.00000000000,heatpump,2030.00000000000,A2,retrofit,residential,0.05020000000
68,"('all-year', 'all-week', 'night')",gas,R1,2025.00000000000,gasboiler,2030.00000000000,A2,retrofit,residential,0.26041999669
69,"('all-year', 'all-week', 'morning')",gas,R1,2020.00000000000,gasboiler,2030.00000000000,A2,retrofit,residential,0.00000000496
70,"('all-year', 'all-week', 'morning')",electricity,R1,2020.00000000000,heatpump,2030.00000000000,A2,retrofit,residential,0.07530000000
71,"('all-year', 'all-week', 'morning')",gas,R1,2025.00000000000,gasboiler,2030.00000000000,A2,retrofit,residential,0.39062999504
72,"('all-year', 'all-week', 'afternoon')",gas,R1,2020.00000000000,gasboiler,2030.00000000000,A2,retrofit,residential,0.00000000331
73,"('all-year', 'all-week', 'afternoon')",electricity,R1,2020.00000000000,heatpump,2030.00000000000,A2,retrofit,residential,0.05020000000
74,"('all-year', 'all-week', 'afternoon')",gas,R1,2025.00000000000,gasboiler,2030.00000000000,A2,retrofit,residential,0.26041999669
75,"('all-year', 'all-week', 'early-peak')",gas,R1,2020.00000000000,gasboiler,2030.00000000000,A2,retrofit,residential,0.00000000496
76,"('all-year', 'all-week', 'early-peak')",electricity,R1,2020.00000000000,heatpump,2030.00000000000,A2,retrofit,residential,0.07530000000
77,"('all-year', 'all-week', 'early-peak')",gas,R1,2025.00000000000,gasboiler,2030.00000000000,A2,retrofit,residential,0.39062999504
78,"('all-year', 'all-week', 'late-peak')",gas,R1,2020.00000000000,gasboiler,2030.00000000000,A2,retrofit,residential,0.00000000992
79,"('all-year', 'all-week', 'late-peak')",electricity,R1,2020.00000000000,heatpump,2030.00000000000,A2,retrofit,residential,0.15060000000
80,"('all-year', 'all-week', 'late-peak')",gas,R1,2025.00000000000,gasboiler,2030.00000000000,A2,retrofit,residential,0.78125999008
81,"('all-year', 'all-week', 'evening')",gas,R1,2020.00000000000,gasboiler,2030.00000000000,A2,retrofit,residential,0.00000000661
82,"('all-year', 'all-week', 'evening')",electricity,R1,2020.00000000000,heatpump,2030.00000000000,A2,retrofit,residential,0.10040000000
83,"('all-year', 'all-week', 'evening')",gas,R1,2025.00000000000,gasboiler,2030.00000000000,A2,retrofit,residential,0.52083999339
84,"('all-year', 'all-week', 'night')",gas,R1,2020.00000000000,gasCCGT,2030.00000000000,A1,retrofit,power,0.00000001503
85,"('all-year', 'all-week', 'night')",wind,R1,2020.00000000000,windturbine,2030.00000000000,A1,retrofit,power,0.12233333333
86,"('all-year', 'all-week', 'night')",wind,R1,2025.00000000000,windturbine,2030.00000000000,A1,retrofit,power,0.04499999100
87,"('all-year', 'all-week', 'morning')",gas,R1,2020.00000000000,gasCCGT,2030.00000000000,A1,retrofit,power,0.00000002255
88,"('all-year', 'all-week', 'morning')",wind,R1,2020.00000000000,windturbine,2030.00000000000,A1,retrofit,power,0.18350000000
89,"('all-year', 'all-week', 'morning')",wind,R1,2025.00000000000,windturbine,2030.00000000000,A1,retrofit,power,0.06749998650
90,"('all-year', 'all-week', 'afternoon')",gas,R1,2020.00000000000,gasCCGT,2030.00000000000,A1,retrofit,power,0.00000001503
91,"('all-year', 'all-week', 'afternoon')",wind,R1,2020.00000000000,windturbine,2030.00000000000,A1,retrofit,power,0.12233333333
92,"('all-year', 'all-week', 'afternoon')",wind,R1,2025.00000000000,windturbine,2030.00000000000,A1,retrofit,power,0.04499999100
93,"('all-year', 'all-week', 'early-peak')",gas,R1,2020.00000000000,gasCCGT,2030.00000000000,A1,retrofit,power,0.00000002255
94,"('all-year', 'all-week', 'early-peak')",wind,R1,2020.00000000000,windturbine,2030.00000000000,A1,retrofit,power,0.18350000000
95,"('all-year', 'all-week', 'early-peak')",wind,R1,2025.00000000000,windturbine,2030.00000000000,A1,retrofit,power,0.06749998650
96,"('all-year', 'all-week', 'late-peak')",gas,R1,2020.00000000000,gasCCGT,2030.00000000000,A1,retrofit,power,0.00000004509
97,"('all-year', 'all-week', 'late-peak')",wind,R1,2020.00000000000,windturbine,2030.00000000000,A1,retrofit,power,0.36700000000
98,"('all-year', 'all-week', 'late-peak')",wind,R1,2025.00000000000,windturbine,2030.00000000000,A1,retrofit,power,0.13499997300
99,"('all-year', 'all-week', 'evening')",gas,R1,2020.00000000000,gasCCGT,2030.00000000000,A1,retrofit,power,0.00000003006
100,"('all-year', 'all-week', 'evening')",wind,R1,2020.00000000000,windturbine,2030.00000000000,A1,retrofit,power,0.24466666667
101,"('all-year', 'all-week', 'evening')",wind,R1,2025.00000000000,windturbine,2030.00000000000,A1,retrofit,power,0.08999998200
102,"('all-year', 'all-week', 'night')",gas,R1,2020.00000000000,gasboiler,2035.00000000000,A1,retrofit,residential,0.00000000771
103,"('all-year', 'all-week', 'night')",gas,R1,2025.00000000000,gasboiler,2035.00000000000,A1,retrofit,residential,0.60764665895
104,"('all-year', 'all-week', 'night')",electricity,R1,2030.00000000000,heatpump,2035.00000000000,A1,retrofit,residential,0.14046666667
105,"('all-year', 'all-week', 'morning')",gas,R1,2020.00000000000,gasboiler,2035.00000000000,A1,retrofit,residential,0.00000001157
106,"('all-year', 'all-week', 'morning')",gas,R1,2025.00000000000,gasboiler,2035.00000000000,A1,retrofit,residential,0.91146998843
107,"('all-year', 'all-week', 'morning')",electricity,R1,2030.00000000000,heatpump,2035.00000000000,A1,retrofit,residential,0.21070000000
108,"('all-year', 'all-week', 'afternoon')",gas,R1,2020.00000000000,gasboiler,2035.00000000000,A1,retrofit,residential,0.00000000771
109,"('all-year', 'all-week', 'afternoon')",gas,R1,2025.00000000000,gasboiler,2035.00000000000,A1,retrofit,residential,0.60764665895
110,"('all-year', 'all-week', 'afternoon')",electricity,R1,2030.00000000000,heatpump,2035.00000000000,A1,retrofit,residential,0.14046666667
111,"('all-year', 'all-week', 'early-peak')",gas,R1,2020.00000000000,gasboiler,2035.00000000000,A1,retrofit,residential,0.00000001157
112,"('all-year', 'all-week', 'early-peak')",gas,R1,2025.00000000000,gasboiler,2035.00000000000,A1,retrofit,residential,0.91146998843
113,"('all-year', 'all-week', 'early-peak')",electricity,R1,2030.00000000000,heatpump,2035.00000000000,A1,retrofit,residential,0.21070000000
114,"('all-year', 'all-week', 'late-peak')",gas,R1,2020.00000000000,gasboiler,2035.00000000000,A1,retrofit,residential,0.00000002314
115,"('all-year', 'all-week', 'late-peak')",gas,R1,2025.00000000000,gasboiler,2035.00000000000,A1,retrofit,residential,1.82293997686
116,"('all-year', 'all-week', 'late-peak')",electricity,R1,2030.00000000000,heatpump,2035.00000000000,A1,retrofit,residential,0.42140000000
117,"('all-year', 'all-week', 'evening')",gas,R1,2020.00000000000,gasboiler,2035.00000000000,A1,retrofit,residential,0.00000001543
118,"('all-year', 'all-week', 'evening')",gas,R1,2025.00000000000,gasboiler,2035.00000000000,A1,retrofit,residential,1.21529331791
119,"('all-year', 'all-week', 'evening')",electricity,R1,2030.00000000000,heatpump,2035.00000000000,A1,retrofit,residential,0.28093333333
120,"('all-year', 'all-week', 'night')",gas,R1,2020.00000000000,gasboiler,2035.00000000000,A2,retrofit,residential,0.00000000331
121,"('all-year', 'all-week', 'night')",gas,R1,2025.00000000000,gasboiler,2035.00000000000,A2,retrofit,residential,0.26041999669
122,"('all-year', 'all-week', 'night')",electricity,R1,2030.00000000000,heatpump,2035.00000000000,A2,retrofit,residential,0.06020000000
123,"('all-year', 'all-week', 'morning')",gas,R1,2020.00000000000,gasboiler,2035.00000000000,A2,retrofit,residential,0.00000000496
124,"('all-year', 'all-week', 'morning')",gas,R1,2025.00000000000,gasboiler,2035.00000000000,A2,retrofit,residential,0.39062999504
125,"('all-year', 'all-week', 'morning')",electricity,R1,2030.00000000000,heatpump,2035.00000000000,A2,retrofit,residential,0.09030000000
126,"('all-year', 'all-week', 'afternoon')",gas,R1,2020.00000000000,gasboiler,2035.00000000000,A2,retrofit,residential,0.00000000331
127,"('all-year', 'all-week', 'afternoon')",gas,R1,2025.00000000000,gasboiler,2035.00000000000,A2,retrofit,residential,0.26041999669
128,"('all-year', 'all-week', 'afternoon')",electricity,R1,2030.00000000000,heatpump,2035.00000000000,A2,retrofit,residential,0.06020000000
129,"('all-year', 'all-week', 'early-peak')",gas,R1,2020.00000000000,gasboiler,2035.00000000000,A2,retrofit,residential,0.00000000496
130,"('all-year', 'all-week', 'early-peak')",gas,R1,2025.00000000000,gasboiler,2035.00000000000,A2,retrofit,residential,0.39062999504
131,"('all-year', 'all-week', 'early-peak')",electricity,R1,2030.00000000000,heatpump,2035.00000000000,A2,retrofit,residential,0.09030000000
132,"('all-year', 'all-week', 'late-peak')",gas,R1,2020.00000000000,gasboiler,2035.00000000000,A2,retrofit,residential,0.00000000992
133,"('all-year', 'all-week', 'late-peak')",gas,R1,2025.00000000000,gasboiler,2035.00000000000,A2,retrofit,residential,0.78125999008
134,"('all-year', 'all-week', 'late-peak')",electricity,R1,2030.00000000000,heatpump,2035.00000000000,A2,retrofit,residential,0.18060000000
135,"('all-year', 'all-week', 'evening')",gas,R1,2020.00000000000,gasboiler,2035.00000000000,A2,retrofit,residential,0.00000000661
136,"('all-year', 'all-week', 'evening')",gas,R1,2025.00000000000,gasboiler,2035.00000000000,A2,retrofit,residential,0.52083999339
137,"('all-year', 'all-week', 'evening')",electricity,R1,2030.00000000000,heatpump,2035.00000000000,A2,retrofit,residential,0.12040000000
138,"('all-year', 'all-week', 'night')",gas,R1,2020.00000000000,gasCCGT,2035.00000000000,A1,retrofit,power,0.00000001289
139,"('all-year', 'all-week', 'night')",wind,R1,2020.00000000000,windturbine,2035.00000000000,A1,retrofit,power,0.10490693257
140,"('all-year', 'all-week', 'night')",wind,R1,2025.00000000000,windturbine,2035.00000000000,A1,retrofit,power,0.03858973587
141,"('all-year', 'all-week', 'night')",wind,R1,2030.00000000000,windturbine,2035.00000000000,A1,retrofit,power,0.05716999050
142,"('all-year', 'all-week', 'morning')",gas,R1,2020.00000000000,gasCCGT,2035.00000000000,A1,retrofit,power,0.00000001933
143,"('all-year', 'all-week', 'morning')",wind,R1,2020.00000000000,windturbine,2035.00000000000,A1,retrofit,power,0.15736039886
144,"('all-year', 'all-week', 'morning')",wind,R1,2025.00000000000,windturbine,2035.00000000000,A1,retrofit,power,0.05788460381
145,"('all-year', 'all-week', 'morning')",wind,R1,2030.00000000000,windturbine,2035.00000000000,A1,retrofit,power,0.08575498575
146,"('all-year', 'all-week', 'afternoon')",gas,R1,2020.00000000000,gasCCGT,2035.00000000000,A1,retrofit,power,0.00000001289
147,"('all-year', 'all-week', 'afternoon')",wind,R1,2020.00000000000,windturbine,2035.00000000000,A1,retrofit,power,0.10490693257
148,"('all-year', 'all-week', 'afternoon')",wind,R1,2025.00000000000,windturbine,2035.00000000000,A1,retrofit,power,0.03858973587
149,"('all-year', 'all-week', 'afternoon')",wind,R1,2030.00000000000,windturbine,2035.00000000000,A1,retrofit,power,0.05716999050
150,"('all-year', 'all-week', 'early-peak')",gas,R1,2020.00000000000,gasCCGT,2035.00000000000,A1,retrofit,power,0.00000001933
151,"('all-year', 'all-week', 'early-peak')",wind,R1,2020.00000000000,windturbine,2035.00000000000,A1,retrofit,power,0.15736039886
152,"('all-year', 'all-week', 'early-peak')",wind,R1,2025.00000000000,windturbine,2035.00000000000,A1,retrofit,power,0.05788460381
153,"('all-year', 'all-week', 'early-peak')",wind,R1,2030.00000000000,windturbine,2035.00000000000,A1,retrofit,power,0.08575498575
154,"('all-year', 'all-week', 'late-peak')",gas,R1,2020.00000000000,gasCCGT,2035.00000000000,A1,retrofit,power,0.00000003867
155,"('all-year', 'all-week', 'late-peak')",wind,R1,2020.00000000000,windturbine,2035.00000000000,A1,retrofit,power,0.31472079772
156,"('all-year', 'all-week', 'late-peak')",wind,R1,2025.00000000000,windturbine,2035.00000000000,A1,retrofit,power,0.11576920762
157,"('all-year', 'all-week', 'late-peak')",wind,R1,2030.00000000000,windturbine,2035.00000000000,A1,retrofit,power,0.17150997151
158,"('all-year', 'all-week', 'evening')",gas,R1,2020.00000000000,gasCCGT,2035.00000000000,A1,retrofit,power,0.00000002578
159,"('all-year', 'all-week', 'evening')",wind,R1,2020.00000000000,windturbine,2035.00000000000,A1,retrofit,power,0.20981386515
160,"('all-year', 'all-week', 'evening')",wind,R1,2025.00000000000,windturbine,2035.00000000000,A1,retrofit,power,0.07717947174
161,"('all-year', 'all-week', 'evening')",wind,R1,2030.00000000000,windturbine,2035.00000000000,A1,retrofit,power,0.11433998101
162,"('all-year', 'all-week', 'night')",gas,R1,2020.00000000000,gasboiler,2040.00000000000,A1,retrofit,residential,0.00000000771
163,"('all-year', 'all-week', 'night')",electricity,R1,2030.00000000000,heatpump,2040.00000000000,A1,retrofit,residential,0.14046666667
164,"('all-year', 'all-week', 'night')",gas,R1,2035.00000000000,gasboiler,2040.00000000000,A1,retrofit,residential,0.67531332562
165,"('all-year', 'all-week', 'morning')",gas,R1,2020.00000000000,gasboiler,2040.00000000000,A1,retrofit,residential,0.00000001157
166,"('all-year', 'all-week', 'morning')",electricity,R1,2030.00000000000,heatpump,2040.00000000000,A1,retrofit,residential,0.21070000000
167,"('all-year', 'all-week', 'morning')",gas,R1,2035.00000000000,gasboiler,2040.00000000000,A1,retrofit,residential,1.01296998843
168,"('all-year', 'all-week', 'afternoon')",gas,R1,2020.00000000000,gasboiler,2040.00000000000,A1,retrofit,residential,0.00000000771
169,"('all-year', 'all-week', 'afternoon')",electricity,R1,2030.00000000000,heatpump,2040.00000000000,A1,retrofit,residential,0.14046666667
170,"('all-year', 'all-week', 'afternoon')",gas,R1,2035.00000000000,gasboiler,2040.00000000000,A1,retrofit,residential,0.67531332562
171,"('all-year', 'all-week', 'early-peak')",gas,R1,2020.00000000000,gasboiler,2040.00000000000,A1,retrofit,residential,0.00000001157
172,"('all-year', 'all-week', 'early-peak')",electricity,R1,2030.00000000000,heatpump,2040.00000000000,A1,retrofit,residential,0.21070000000
173,"('all-year', 'all-week', 'early-peak')",gas,R1,2035.00000000000,gasboiler,2040.00000000000,A1,retrofit,residential,1.01296998843
174,"('all-year', 'all-week', 'late-peak')",gas,R1,2020.00000000000,gasboiler,2040.00000000000,A1,retrofit,residential,0.00000002314
175,"('all-year', 'all-week', 'late-peak')",electricity,R1,2030.00000000000,heatpump,2040.00000000000,A1,retrofit,residential,0.42140000000
176,"('all-year', 'all-week', 'late-peak')",gas,R1,2035.00000000000,gasboiler,2040.00000000000,A1,retrofit,residential,2.02593997686
177,"('all-year', 'all-week', 'evening')",gas,R1,2020.00000000000,gasboiler,2040.00000000000,A1,retrofit,residential,0.00000001543
178,"('all-year', 'all-week', 'evening')",electricity,R1,2030.00000000000,heatpump,2040.00000000000,A1,retrofit,residential,0.28093333333
179,"('all-year', 'all-week', 'evening')",gas,R1,2035.00000000000,gasboiler,2040.00000000000,A1,retrofit,residential,1.35062665124
180,"('all-year', 'all-week', 'night')",gas,R1,2020.00000000000,gasboiler,2040.00000000000,A2,retrofit,residential,0.00000000331
181,"('all-year', 'all-week', 'night')",electricity,R1,2030.00000000000,heatpump,2040.00000000000,A2,retrofit,residential,0.06020000000
182,"('all-year', 'all-week', 'night')",gas,R1,2035.00000000000,gasboiler,2040.00000000000,A2,retrofit,residential,0.28941999669
183,"('all-year', 'all-week', 'morning')",gas,R1,2020.00000000000,gasboiler,2040.00000000000,A2,retrofit,residential,0.00000000496
184,"('all-year', 'all-week', 'morning')",electricity,R1,2030.00000000000,heatpump,2040.00000000000,A2,retrofit,residential,0.09030000000
185,"('all-year', 'all-week', 'morning')",gas,R1,2035.00000000000,gasboiler,2040.00000000000,A2,retrofit,residential,0.43412999504
186,"('all-year', 'all-week', 'afternoon')",gas,R1,2020.00000000000,gasboiler,2040.00000000000,A2,retrofit,residential,0.00000000331
187,"('all-year', 'all-week', 'afternoon')",electricity,R1,2030.00000000000,heatpump,2040.00000000000,A2,retrofit,residential,0.06020000000
188,"('all-year', 'all-week', 'afternoon')",gas,R1,2035.00000000000,gasboiler,2040.00000000000,A2,retrofit,residential,0.28941999669
189,"('all-year', 'all-week', 'early-peak')",gas,R1,2020.00000000000,gasboiler,2040.00000000000,A2,retrofit,residential,0.00000000496
190,"('all-year', 'all-week', 'early-peak')",electricity,R1,2030.00000000000,heatpump,2040.00000000000,A2,retrofit,residential,0.09030000000
191,"('all-year', 'all-week', 'early-peak')",gas,R1,2035.00000000000,gasboiler,2040.00000000000,A2,retrofit,residential,0.43412999504
192,"('all-year', 'all-week', 'late-peak')",gas,R1,2020.00000000000,gasboiler,2040.00000000000,A2,retrofit,residential,0.00000000992
193,"('all-year', 'all-week', 'late-peak')",electricity,R1,2030.00000000000,heatpump,2040.00000000000,A2,retrofit,residential,0.18060000000
194,"('all-year', 'all-week', 'late-peak')",gas,R1,2035.00000000000,gasboiler,2040.00000000000,A2,retrofit,residential,0.86825999008
195,"('all-year', 'all-week', 'evening')",gas,R1,2020.00000000000,gasboiler,2040.00000000000,A2,retrofit,residential,0.00000000661
196,"('all-year', 'all-week', 'evening')",electricity,R1,2030.00000000000,heatpump,2040.00000000000,A2,retrofit,residential,0.12040000000
197,"('all-year', 'all-week', 'evening')",gas,R1,2035.00000000000,gasboiler,2040.00000000000,A2,retrofit,residential,0.57883999339
198,"('all-year', 'all-week', 'night')",gas,R1,2020.00000000000,gasCCGT,2040.00000000000,A1,retrofit,power,0.00000001289
199,"('all-year', 'all-week', 'night')",wind,R1,2020.00000000000,windturbine,2040.00000000000,A1,retrofit,power,0.10490693257
200,"('all-year', 'all-week', 'night')",wind,R1,2025.00000000000,windturbine,2040.00000000000,A1,retrofit,power,0.03858973587
201,"('all-year', 'all-week', 'night')",wind,R1,2030.00000000000,windturbine,2040.00000000000,A1,retrofit,power,0.05716999050
202,"('all-year', 'all-week', 'morning')",gas,R1,2020.00000000000,gasCCGT,2040.00000000000,A1,retrofit,power,0.00000001933
203,"('all-year', 'all-week', 'morning')",wind,R1,2020.00000000000,windturbine,2040.00000000000,A1,retrofit,power,0.15736039886
204,"('all-year', 'all-week', 'morning')",wind,R1,2025.00000000000,windturbine,2040.00000000000,A1,retrofit,power,0.05788460381
205,"('all-year', 'all-week', 'morning')",wind,R1,2030.00000000000,windturbine,2040.00000000000,A1,retrofit,power,0.08575498575
206,"('all-year', 'all-week', 'afternoon')",gas,R1,2020.00000000000,gasCCGT,2040.00000000000,A1,retrofit,power,0.00000001289
207,"('all-year', 'all-week', 'afternoon')",wind,R1,2020.00000000000,windturbine,2040.00000000000,A1,retrofit,power,0.10490693257
208,"('all-year', 'all-week', 'afternoon')",wind,R1,2025.00000000000,windturbine,2040.00000000000,A1,retrofit,power,0.03858973587
