commodity,day,hour,month,region,supply,timeslice,units_prices,year
gas,all-week,night,all-year,R1,1.16000000000,0,MUS$2010/PJ,2020
gas,all-week,night,all-year,R2,1.16000000000,0,MUS$2010/PJ,2020
heat,all-week,night,all-year,R1,1.00000000000,0,MUS$2010/PJ,2020
heat,all-week,night,all-year,R2,1.00000000000,0,MUS$2010/PJ,2020
CO2f,all-week,night,all-year,R1,64.71000000000,0,MUS$2010/kt,2020
CO2f,all-week,night,all-year,R2,64.71000000000,0,MUS$2010/kt,2020
gas,all-week,morning,all-year,R1,1.74000000000,1,MUS$2010/PJ,2020
gas,all-week,morning,all-year,R2,1.74000000000,1,MUS$2010/PJ,2020
heat,all-week,morning,all-year,R1,1.50000000000,1,MUS$2010/PJ,2020
heat,all-week,morning,all-year,R2,1.50000000000,1,MUS$2010/PJ,2020
CO2f,all-week,morning,all-year,R1,97.06500000000,1,MUS$2010/kt,2020
CO2f,all-week,morning,all-year,R2,97.06500000000,1,MUS$2010/kt,2020
gas,all-week,afternoon,all-year,R1,1.16000000000,2,MUS$2010/PJ,2020
gas,all-week,afternoon,all-year,R2,1.16000000000,2,MUS$2010/PJ,2020
heat,all-week,afternoon,all-year,R1,1.00000000000,2,MUS$2010/PJ,2020
heat,all-week,afternoon,all-year,R2,1.00000000000,2,MUS$2010/PJ,2020
CO2f,all-week,afternoon,all-year,R1,64.71000000000,2,MUS$2010/kt,2020
CO2f,all-week,afternoon,all-year,R2,64.71000000000,2,MUS$2010/kt,2020
gas,all-week,early-peak,all-year,R1,1.74000000000,3,MUS$2010/PJ,2020
gas,all-week,early-peak,all-year,R2,1.74000000000,3,MUS$2010/PJ,2020
heat,all-week,early-peak,all-year,R1,1.50000000000,3,MUS$2010/PJ,2020
heat,all-week,early-peak,all-year,R2,1.50000000000,3,MUS$2010/PJ,2020
CO2f,all-week,early-peak,all-year,R1,97.06500000000,3,MUS$2010/kt,2020
CO2f,all-week,early-peak,all-year,R2,97.06500000000,3,MUS$2010/kt,2020
gas,all-week,late-peak,all-year,R1,3.48000000000,4,MUS$2010/PJ,2020
gas,all-week,late-peak,all-year,R2,3.48000000000,4,MUS$2010/PJ,2020
heat,all-week,late-peak,all-year,R1,3.00000000000,4,MUS$2010/PJ,2020
heat,all-week,late-peak,all-year,R2,3.00000000000,4,MUS$2010/PJ,2020
CO2f,all-week,late-peak,all-year,R1,194.13000000000,4,MUS$2010/kt,2020
CO2f,all-week,late-peak,all-year,R2,194.13000000000,4,MUS$2010/kt,2020
gas,all-week,evening,all-year,R1,2.32000000000,5,MUS$2010/PJ,2020
gas,all-week,evening,all-year,R2,2.32000000000,5,MUS$2010/PJ,2020
heat,all-week,evening,all-year,R1,2.00000000000,5,MUS$2010/PJ,2020
heat,all-week,evening,all-year,R2,2.00000000000,5,MUS$2010/PJ,2020
CO2f,all-week,evening,all-year,R1,129.42000000000,5,MUS$2010/kt,2020
CO2f,all-week,evening,all-year,R2,129.42000000000,5,MUS$2010/kt,2020
