,timeslice,commodity,region,installed,technology,year,agent,category,sector,supply
28,"('all-year', 'all-week', 'afternoon')",gas,R1,2020.00000000000,gassupply1,2020.00000000000,A1,retrofit,gas,1.16000000000
29,"('all-year', 'all-week', 'afternoon')",CO2f,R1,2020.00000000000,gassupply1,2020.00000000000,A1,retrofit,gas,1.77596254852
30,"('all-year', 'all-week', 'early-peak')",gas,R1,2020.00000000000,gassupply1,2020.00000000000,A1,retrofit,gas,1.74000000000
31,"('all-year', 'all-week', 'early-peak')",CO2f,R1,2020.00000000000,gassupply1,2020.00000000000,A1,retrofit,gas,2.66394382278
32,"('all-year', 'all-week', 'late-peak')",gas,R1,2020.00000000000,gassupply1,2020.00000000000,A1,retrofit,gas,3.48000000000
33,"('all-year', 'all-week', 'late-peak')",CO2f,R1,2020.00000000000,gassupply1,2020.00000000000,A1,retrofit,gas,5.32788764556
34,"('all-year', 'all-week', 'evening')",gas,R1,2020.00000000000,gassupply1,2020.00000000000,A1,retrofit,gas,2.32000000000
35,"('all-year', 'all-week', 'evening')",CO2f,R1,2020.00000000000,gassupply1,2020.00000000000,A1,retrofit,gas,3.55192509704
36,"('all-year', 'all-week', 'night')",heat,R1,2020.00000000000,gasboiler,2025.00000000000,A1,retrofit,residential,0.75833333333
37,"('all-year', 'all-week', 'night')",CO2f,R1,2020.00000000000,gasboiler,2025.00000000000,A1,retrofit,residential,49.07175000000
38,"('all-year', 'all-week', 'morning')",heat,R1,2020.00000000000,gasboiler,2025.00000000000,A1,retrofit,residential,1.13750000000
39,"('all-year', 'all-week', 'morning')",CO2f,R1,2020.00000000000,gasboiler,2025.00000000000,A1,retrofit,residential,73.60762500000
40,"('all-year', 'all-week', 'afternoon')",heat,R1,2020.00000000000,gasboiler,2025.00000000000,A1,retrofit,residential,0.75833333333
41,"('all-year', 'all-week', 'afternoon')",CO2f,R1,2020.00000000000,gasboiler,2025.00000000000,A1,retrofit,residential,49.07175000000
42,"('all-year', 'all-week', 'early-peak')",heat,R1,2020.00000000000,gasboiler,2025.00000000000,A1,retrofit,residential,1.13750000000
43,"('all-year', 'all-week', 'early-peak')",CO2f,R1,2020.00000000000,gasboiler,2025.00000000000,A1,retrofit,residential,73.60762500000
44,"('all-year', 'all-week', 'late-peak')",heat,R1,2020.00000000000,gasboiler,2025.00000000000,A1,retrofit,residential,2.27500000000
45,"('all-year', 'all-week', 'late-peak')",CO2f,R1,2020.00000000000,gasboiler,2025.00000000000,A1,retrofit,residential,147.21525000000
46,"('all-year', 'all-week', 'evening')",heat,R1,2020.00000000000,gasboiler,2025.00000000000,A1,retrofit,residential,1.51666666667
47,"('all-year', 'all-week', 'evening')",CO2f,R1,2020.00000000000,gasboiler,2025.00000000000,A1,retrofit,residential,98.14350000000
48,"('all-year', 'all-week', 'night')",heat,R1,2020.00000000000,gasboiler,2025.00000000000,A2,retrofit,residential,0.19950000000
49,"('all-year', 'all-week', 'night')",heat,R1,2020.00000000000,heatpump,2025.00000000000,A2,retrofit,residential,0.12550000000
50,"('all-year', 'all-week', 'night')",CO2f,R1,2020.00000000000,gasboiler,2025.00000000000,A2,retrofit,residential,12.90964500000
51,"('all-year', 'all-week', 'morning')",heat,R1,2020.00000000000,gasboiler,2025.00000000000,A2,retrofit,residential,0.29925000000
52,"('all-year', 'all-week', 'morning')",heat,R1,2020.00000000000,heatpump,2025.00000000000,A2,retrofit,residential,0.18825000000
53,"('all-year', 'all-week', 'morning')",CO2f,R1,2020.00000000000,gasboiler,2025.00000000000,A2,retrofit,residential,19.36446750000
54,"('all-year', 'all-week', 'afternoon')",heat,R1,2020.00000000000,gasboiler,2025.00000000000,A2,retrofit,residential,0.19950000000
55,"('all-year', 'all-week', 'afternoon')",heat,R1,2020.00000000000,heatpump,2025.00000000000,A2,retrofit,residential,0.12550000000
56,"('all-year', 'all-week', 'afternoon')",CO2f,R1,2020.00000000000,gasboiler,2025.00000000000,A2,retrofit,residential,12.90964500000
57,"('all-year', 'all-week', 'early-peak')",heat,R1,2020.00000000000,gasboiler,2025.00000000000,A2,retrofit,residential,0.29925000000
58,"('all-year', 'all-week', 'early-peak')",heat,R1,2020.00000000000,heatpump,2025.00000000000,A2,retrofit,residential,0.18825000000
59,"('all-year', 'all-week', 'early-peak')",CO2f,R1,2020.00000000000,gasboiler,2025.00000000000,A2,retrofit,residential,19.36446750000
60,"('all-year', 'all-week', 'late-peak')",heat,R1,2020.00000000000,gasboiler,2025.00000000000,A2,retrofit,residential,0.59850000000
61,"('all-year', 'all-week', 'late-peak')",heat,R1,2020.00000000000,heatpump,2025.00000000000,A2,retrofit,residential,0.37650000000
62,"('all-year', 'all-week', 'late-peak')",CO2f,R1,2020.00000000000,gasboiler,2025.00000000000,A2,retrofit,residential,38.72893500000
63,"('all-year', 'all-week', 'evening')",heat,R1,2020.00000000000,gasboiler,2025.00000000000,A2,retrofit,residential,0.39900000000
64,"('all-year', 'all-week', 'evening')",heat,R1,2020.00000000000,heatpump,2025.00000000000,A2,retrofit,residential,0.25100000000
65,"('all-year', 'all-week', 'evening')",CO2f,R1,2020.00000000000,gasboiler,2025.00000000000,A2,retrofit,residential,25.81929000000
66,"('all-year', 'all-week', 'night')",electricity,R1,2020.00000000000,gasCCGT,2025.00000000000,A1,retrofit,power,0.04500000000
67,"('all-year', 'all-week', 'night')",electricity,R1,2020.00000000000,windturbine,2025.00000000000,A1,retrofit,power,0.00520000000
68,"('all-year', 'all-week', 'night')",CO2f,R1,2020.00000000000,gasCCGT,2025.00000000000,A1,retrofit,power,4.12515000000
69,"('all-year', 'all-week', 'morning')",electricity,R1,2020.00000000000,gasCCGT,2025.00000000000,A1,retrofit,power,0.06750000000
70,"('all-year', 'all-week', 'morning')",electricity,R1,2020.00000000000,windturbine,2025.00000000000,A1,retrofit,power,0.00780000000
71,"('all-year', 'all-week', 'morning')",CO2f,R1,2020.00000000000,gasCCGT,2025.00000000000,A1,retrofit,power,6.18772500000
72,"('all-year', 'all-week', 'afternoon')",electricity,R1,2020.00000000000,gasCCGT,2025.00000000000,A1,retrofit,power,0.04500000000
73,"('all-year', 'all-week', 'afternoon')",electricity,R1,2020.00000000000,windturbine,2025.00000000000,A1,retrofit,power,0.00520000000
74,"('all-year', 'all-week', 'afternoon')",CO2f,R1,2020.00000000000,gasCCGT,2025.00000000000,A1,retrofit,power,4.12515000000
75,"('all-year', 'all-week', 'early-peak')",electricity,R1,2020.00000000000,gasCCGT,2025.00000000000,A1,retrofit,power,0.06750000000
76,"('all-year', 'all-week', 'early-peak')",electricity,R1,2020.00000000000,windturbine,2025.00000000000,A1,retrofit,power,0.00780000000
77,"('all-year', 'all-week', 'early-peak')",CO2f,R1,2020.00000000000,gasCCGT,2025.00000000000,A1,retrofit,power,6.18772500000
78,"('all-year', 'all-week', 'late-peak')",electricity,R1,2020.00000000000,gasCCGT,2025.00000000000,A1,retrofit,power,0.13500000000
79,"('all-year', 'all-week', 'late-peak')",electricity,R1,2020.00000000000,windturbine,2025.00000000000,A1,retrofit,power,0.01560000000
80,"('all-year', 'all-week', 'late-peak')",CO2f,R1,2020.00000000000,gasCCGT,2025.00000000000,A1,retrofit,power,12.37545000000
81,"('all-year', 'all-week', 'evening')",electricity,R1,2020.00000000000,gasCCGT,2025.00000000000,A1,retrofit,power,0.09000000000
82,"('all-year', 'all-week', 'evening')",electricity,R1,2020.00000000000,windturbine,2025.00000000000,A1,retrofit,power,0.01040000000
83,"('all-year', 'all-week', 'evening')",CO2f,R1,2020.00000000000,gasCCGT,2025.00000000000,A1,retrofit,power,8.25030000000
84,"('all-year', 'all-week', 'night')",gas,R1,2020.00000000000,gassupply1,2025.00000000000,A1,retrofit,gas,1.18623666667
85,"('all-year', 'all-week', 'night')",CO2f,R1,2020.00000000000,gassupply1,2025.00000000000,A1,retrofit,gas,1.81613094283
86,"('all-year', 'all-week', 'morning')",gas,R1,2020.00000000000,gassupply1,2025.00000000000,A1,retrofit,gas,1.77935500000
87,"('all-year', 'all-week', 'morning')",CO2f,R1,2020.00000000000,gassupply1,2025.00000000000,A1,retrofit,gas,2.72419641424
88,"('all-year', 'all-week', 'afternoon')",gas,R1,2020.00000000000,gassupply1,2025.00000000000,A1,retrofit,gas,1.18623666667
89,"('all-year', 'all-week', 'afternoon')",CO2f,R1,2020.00000000000,gassupply1,2025.00000000000,A1,retrofit,gas,1.81613094283
90,"('all-year', 'all-week', 'early-peak')",gas,R1,2020.00000000000,gassupply1,2025.00000000000,A1,retrofit,gas,1.77935500000
91,"('all-year', 'all-week', 'early-peak')",CO2f,R1,2020.00000000000,gassupply1,2025.00000000000,A1,retrofit,gas,2.72419641424
92,"('all-year', 'all-week', 'late-peak')",gas,R1,2020.00000000000,gassupply1,2025.00000000000,A1,retrofit,gas,3.55871000000
93,"('all-year', 'all-week', 'late-peak')",CO2f,R1,2020.00000000000,gassupply1,2025.00000000000,A1,retrofit,gas,5.44839282849
94,"('all-year', 'all-week', 'evening')",gas,R1,2020.00000000000,gassupply1,2025.00000000000,A1,retrofit,gas,2.37247333333
95,"('all-year', 'all-week', 'evening')",CO2f,R1,2020.00000000000,gassupply1,2025.00000000000,A1,retrofit,gas,3.63226188566
96,"('all-year', 'all-week', 'night')",heat,R1,2020.00000000000,gasboiler,2030.00000000000,A1,retrofit,residential,0.29283333998
97,"('all-year', 'all-week', 'night')",heat,R1,2025.00000000000,heatpump,2030.00000000000,A1,retrofit,residential,0.52383332668
98,"('all-year', 'all-week', 'night')",CO2f,R1,2020.00000000000,gasboiler,2030.00000000000,A1,retrofit,residential,18.94924543032
99,"('all-year', 'all-week', 'morning')",heat,R1,2020.00000000000,gasboiler,2030.00000000000,A1,retrofit,residential,0.43925000997
100,"('all-year', 'all-week', 'morning')",heat,R1,2025.00000000000,heatpump,2030.00000000000,A1,retrofit,residential,0.78574999002
101,"('all-year', 'all-week', 'morning')",CO2f,R1,2020.00000000000,gasboiler,2030.00000000000,A1,retrofit,residential,28.42386814548
102,"('all-year', 'all-week', 'afternoon')",heat,R1,2020.00000000000,gasboiler,2030.00000000000,A1,retrofit,residential,0.29283333998
103,"('all-year', 'all-week', 'afternoon')",heat,R1,2025.00000000000,heatpump,2030.00000000000,A1,retrofit,residential,0.52383332668
104,"('all-year', 'all-week', 'afternoon')",CO2f,R1,2020.00000000000,gasboiler,2030.00000000000,A1,retrofit,residential,18.94924543032
105,"('all-year', 'all-week', 'early-peak')",heat,R1,2020.00000000000,gasboiler,2030.00000000000,A1,retrofit,residential,0.43925000997
106,"('all-year', 'all-week', 'early-peak')",heat,R1,2025.00000000000,heatpump,2030.00000000000,A1,retrofit,residential,0.78574999002
107,"('all-year', 'all-week', 'early-peak')",CO2f,R1,2020.00000000000,gasboiler,2030.00000000000,A1,retrofit,residential,28.42386814548
108,"('all-year', 'all-week', 'late-peak')",heat,R1,2020.00000000000,gasboiler,2030.00000000000,A1,retrofit,residential,0.87850001995
109,"('all-year', 'all-week', 'late-peak')",heat,R1,2025.00000000000,heatpump,2030.00000000000,A1,retrofit,residential,1.57149998005
110,"('all-year', 'all-week', 'late-peak')",CO2f,R1,2020.00000000000,gasboiler,2030.00000000000,A1,retrofit,residential,56.84773629096
111,"('all-year', 'all-week', 'evening')",heat,R1,2020.00000000000,gasboiler,2030.00000000000,A1,retrofit,residential,0.58566667997
112,"('all-year', 'all-week', 'evening')",heat,R1,2025.00000000000,heatpump,2030.00000000000,A1,retrofit,residential,1.04766665337
113,"('all-year', 'all-week', 'evening')",CO2f,R1,2020.00000000000,gasboiler,2030.00000000000,A1,retrofit,residential,37.89849086064
114,"('all-year', 'all-week', 'night')",heat,R1,2020.00000000000,gasboiler,2030.00000000000,A2,retrofit,residential,0.00000000285
115,"('all-year', 'all-week', 'night')",heat,R1,2020.00000000000,heatpump,2030.00000000000,A2,retrofit,residential,0.12550000000
116,"('all-year', 'all-week', 'night')",heat,R1,2025.00000000000,gasboiler,2030.00000000000,A2,retrofit,residential,0.07399999715
117,"('all-year', 'all-week', 'night')",heat,R1,2025.00000000000,heatpump,2030.00000000000,A2,retrofit,residential,0.15050000000
118,"('all-year', 'all-week', 'night')",CO2f,R1,2020.00000000000,gasboiler,2030.00000000000,A2,retrofit,residential,0.00000018442
119,"('all-year', 'all-week', 'night')",CO2f,R1,2025.00000000000,gasboiler,2030.00000000000,A2,retrofit,residential,4.78853981558
120,"('all-year', 'all-week', 'morning')",heat,R1,2020.00000000000,gasboiler,2030.00000000000,A2,retrofit,residential,0.00000000427
121,"('all-year', 'all-week', 'morning')",heat,R1,2020.00000000000,heatpump,2030.00000000000,A2,retrofit,residential,0.18825000000
122,"('all-year', 'all-week', 'morning')",heat,R1,2025.00000000000,gasboiler,2030.00000000000,A2,retrofit,residential,0.11099999572
123,"('all-year', 'all-week', 'morning')",heat,R1,2025.00000000000,heatpump,2030.00000000000,A2,retrofit,residential,0.22575000000
124,"('all-year', 'all-week', 'morning')",CO2f,R1,2020.00000000000,gasboiler,2030.00000000000,A2,retrofit,residential,0.00000027664
125,"('all-year', 'all-week', 'morning')",CO2f,R1,2025.00000000000,gasboiler,2030.00000000000,A2,retrofit,residential,7.18280972336
126,"('all-year', 'all-week', 'afternoon')",heat,R1,2020.00000000000,gasboiler,2030.00000000000,A2,retrofit,residential,0.00000000285
127,"('all-year', 'all-week', 'afternoon')",heat,R1,2020.00000000000,heatpump,2030.00000000000,A2,retrofit,residential,0.12550000000
128,"('all-year', 'all-week', 'afternoon')",heat,R1,2025.00000000000,gasboiler,2030.00000000000,A2,retrofit,residential,0.07399999715
129,"('all-year', 'all-week', 'afternoon')",heat,R1,2025.00000000000,heatpump,2030.00000000000,A2,retrofit,residential,0.15050000000
130,"('all-year', 'all-week', 'afternoon')",CO2f,R1,2020.00000000000,gasboiler,2030.00000000000,A2,retrofit,residential,0.00000018442
131,"('all-year', 'all-week', 'afternoon')",CO2f,R1,2025.00000000000,gasboiler,2030.00000000000,A2,retrofit,residential,4.78853981558
132,"('all-year', 'all-week', 'early-peak')",heat,R1,2020.00000000000,gasboiler,2030.00000000000,A2,retrofit,residential,0.00000000427
133,"('all-year', 'all-week', 'early-peak')",heat,R1,2020.00000000000,heatpump,2030.00000000000,A2,retrofit,residential,0.18825000000
134,"('all-year', 'all-week', 'early-peak')",heat,R1,2025.00000000000,gasboiler,2030.00000000000,A2,retrofit,residential,0.11099999572
135,"('all-year', 'all-week', 'early-peak')",heat,R1,2025.00000000000,heatpump,2030.00000000000,A2,retrofit,residential,0.22575000000
136,"('all-year', 'all-week', 'early-peak')",CO2f,R1,2020.00000000000,gasboiler,2030.00000000000,A2,retrofit,residential,0.00000027664
137,"('all-year', 'all-week', 'early-peak')",CO2f,R1,2025.00000000000,gasboiler,2030.00000000000,A2,retrofit,residential,7.18280972336
138,"('all-year', 'all-week', 'late-peak')",heat,R1,2020.00000000000,gasboiler,2030.00000000000,A2,retrofit,residential,0.00000000855
139,"('all-year', 'all-week', 'late-peak')",heat,R1,2020.00000000000,heatpump,2030.00000000000,A2,retrofit,residential,0.37650000000
140,"('all-year', 'all-week', 'late-peak')",heat,R1,2025.00000000000,gasboiler,2030.00000000000,A2,retrofit,residential,0.22199999145
141,"('all-year', 'all-week', 'late-peak')",heat,R1,2025.00000000000,heatpump,2030.00000000000,A2,retrofit,residential,0.45150000000
142,"('all-year', 'all-week', 'late-peak')",CO2f,R1,2020.00000000000,gasboiler,2030.00000000000,A2,retrofit,residential,0.00000055327
143,"('all-year', 'all-week', 'late-peak')",CO2f,R1,2025.00000000000,gasboiler,2030.00000000000,A2,retrofit,residential,14.36561944673
144,"('all-year', 'all-week', 'evening')",heat,R1,2020.00000000000,gasboiler,2030.00000000000,A2,retrofit,residential,0.00000000570
145,"('all-year', 'all-week', 'evening')",heat,R1,2020.00000000000,heatpump,2030.00000000000,A2,retrofit,residential,0.25100000000
146,"('all-year', 'all-week', 'evening')",heat,R1,2025.00000000000,gasboiler,2030.00000000000,A2,retrofit,residential,0.14799999430
147,"('all-year', 'all-week', 'evening')",heat,R1,2025.00000000000,heatpump,2030.00000000000,A2,retrofit,residential,0.30100000000
148,"('all-year', 'all-week', 'evening')",CO2f,R1,2020.00000000000,gasboiler,2030.00000000000,A2,retrofit,residential,0.00000036885
149,"('all-year', 'all-week', 'evening')",CO2f,R1,2025.00000000000,gasboiler,2030.00000000000,A2,retrofit,residential,9.57707963115
150,"('all-year', 'all-week', 'night')",electricity,R1,2020.00000000000,gasCCGT,2030.00000000000,A1,retrofit,power,0.00000000900
151,"('all-year', 'all-week', 'night')",electricity,R1,2020.00000000000,windturbine,2030.00000000000,A1,retrofit,power,0.00520000000
152,"('all-year', 'all-week', 'night')",electricity,R1,2025.00000000000,gasCCGT,2030.00000000000,A1,retrofit,power,0.24373333067
153,"('all-year', 'all-week', 'night')",electricity,R1,2025.00000000000,windturbine,2030.00000000000,A1,retrofit,power,0.07099999100
154,"('all-year', 'all-week', 'night')",CO2f,R1,2020.00000000000,gasCCGT,2030.00000000000,A1,retrofit,power,0.00000082503
155,"('all-year', 'all-week', 'night')",CO2f,R1,2025.00000000000,gasCCGT,2030.00000000000,A1,retrofit,power,22.34303442282
156,"('all-year', 'all-week', 'morning')",electricity,R1,2020.00000000000,gasCCGT,2030.00000000000,A1,retrofit,power,0.00000001350
157,"('all-year', 'all-week', 'morning')",electricity,R1,2020.00000000000,windturbine,2030.00000000000,A1,retrofit,power,0.00780000000
158,"('all-year', 'all-week', 'morning')",electricity,R1,2025.00000000000,gasCCGT,2030.00000000000,A1,retrofit,power,0.36559999601
159,"('all-year', 'all-week', 'morning')",electricity,R1,2025.00000000000,windturbine,2030.00000000000,A1,retrofit,power,0.10649998650
160,"('all-year', 'all-week', 'morning')",CO2f,R1,2020.00000000000,gasCCGT,2030.00000000000,A1,retrofit,power,0.00000123755
161,"('all-year', 'all-week', 'morning')",CO2f,R1,2025.00000000000,gasCCGT,2030.00000000000,A1,retrofit,power,33.51455163424
162,"('all-year', 'all-week', 'afternoon')",electricity,R1,2020.00000000000,gasCCGT,2030.00000000000,A1,retrofit,power,0.00000000900
163,"('all-year', 'all-week', 'afternoon')",electricity,R1,2020.00000000000,windturbine,2030.00000000000,A1,retrofit,power,0.00520000000
164,"('all-year', 'all-week', 'afternoon')",electricity,R1,2025.00000000000,gasCCGT,2030.00000000000,A1,retrofit,power,0.24373333067
165,"('all-year', 'all-week', 'afternoon')",electricity,R1,2025.00000000000,windturbine,2030.00000000000,A1,retrofit,power,0.07099999100
166,"('all-year', 'all-week', 'afternoon')",CO2f,R1,2020.00000000000,gasCCGT,2030.00000000000,A1,retrofit,power,0.00000082503
167,"('all-year', 'all-week', 'afternoon')",CO2f,R1,2025.00000000000,gasCCGT,2030.00000000000,A1,retrofit,power,22.34303442282
168,"('all-year', 'all-week', 'early-peak')",electricity,R1,2020.00000000000,gasCCGT,2030.00000000000,A1,retrofit,power,0.00000001350
169,"('all-year', 'all-week', 'early-peak')",electricity,R1,2020.00000000000,windturbine,2030.00000000000,A1,retrofit,power,0.00780000000
170,"('all-year', 'all-week', 'early-peak')",electricity,R1,2025.00000000000,gasCCGT,2030.00000000000,A1,retrofit,power,0.36559999601
171,"('all-year', 'all-week', 'early-peak')",electricity,R1,2025.00000000000,windturbine,2030.00000000000,A1,retrofit,power,0.10649998650
172,"('all-year', 'all-week', 'early-peak')",CO2f,R1,2020.00000000000,gasCCGT,2030.00000000000,A1,retrofit,power,0.00000123755
173,"('all-year', 'all-week', 'early-peak')",CO2f,R1,2025.00000000000,gasCCGT,2030.00000000000,A1,retrofit,power,33.51455163424
174,"('all-year', 'all-week', 'late-peak')",electricity,R1,2020.00000000000,gasCCGT,2030.00000000000,A1,retrofit,power,0.00000002700
175,"('all-year', 'all-week', 'late-peak')",electricity,R1,2020.00000000000,windturbine,2030.00000000000,A1,retrofit,power,0.01560000000
176,"('all-year', 'all-week', 'late-peak')",electricity,R1,2025.00000000000,gasCCGT,2030.00000000000,A1,retrofit,power,0.73119999202
177,"('all-year', 'all-week', 'late-peak')",electricity,R1,2025.00000000000,windturbine,2030.00000000000,A1,retrofit,power,0.21299997300
178,"('all-year', 'all-week', 'late-peak')",CO2f,R1,2020.00000000000,gasCCGT,2030.00000000000,A1,retrofit,power,0.00000247509
179,"('all-year', 'all-week', 'late-peak')",CO2f,R1,2025.00000000000,gasCCGT,2030.00000000000,A1,retrofit,power,67.02910326847
180,"('all-year', 'all-week', 'evening')",electricity,R1,2020.00000000000,gasCCGT,2030.00000000000,A1,retrofit,power,0.00000001800
181,"('all-year', 'all-week', 'evening')",electricity,R1,2020.00000000000,windturbine,2030.00000000000,A1,retrofit,power,0.01040000000
182,"('all-year', 'all-week', 'evening')",electricity,R1,2025.00000000000,gasCCGT,2030.00000000000,A1,retrofit,power,0.48746666135
183,"('all-year', 'all-week', 'evening')",electricity,R1,2025.00000000000,windturbine,2030.00000000000,A1,retrofit,power,0.14199998200
184,"('all-year', 'all-week', 'evening')",CO2f,R1,2020.00000000000,gasCCGT,2030.00000000000,A1,retrofit,power,0.00000165006
185,"('all-year', 'all-week', 'evening')",CO2f,R1,2025.00000000000,gasCCGT,2030.00000000000,A1,retrofit,power,44.68606884565
186,"('all-year', 'all-week', 'night')",gas,R1,2020.00000000000,gassupply1,2030.00000000000,A1,retrofit,gas,0.73623666667
187,"('all-year', 'all-week', 'night')",gas,R1,2025.00000000000,gassupply1,2030.00000000000,A1,retrofit,gas,0.09632468497
188,"('all-year', 'all-week', 'night')",CO2f,R1,2020.00000000000,gassupply1,2030.00000000000,A1,retrofit,gas,1.12717995418
189,"('all-year', 'all-week', 'night')",CO2f,R1,2025.00000000000,gassupply1,2030.00000000000,A1,retrofit,gas,0.14747330431
190,"('all-year', 'all-week', 'morning')",gas,R1,2020.00000000000,gassupply1,2030.00000000000,A1,retrofit,gas,1.10435500000
191,"('all-year', 'all-week', 'morning')",gas,R1,2025.00000000000,gassupply1,2030.00000000000,A1,retrofit,gas,0.14448702745
192,"('all-year', 'all-week', 'morning')",CO2f,R1,2020.00000000000,gassupply1,2030.00000000000,A1,retrofit,gas,1.69076993127
193,"('all-year', 'all-week', 'morning')",CO2f,R1,2025.00000000000,gassupply1,2030.00000000000,A1,retrofit,gas,0.22120995647
194,"('all-year', 'all-week', 'afternoon')",gas,R1,2020.00000000000,gassupply1,2030.00000000000,A1,retrofit,gas,0.73623666667
195,"('all-year', 'all-week', 'afternoon')",gas,R1,2025.00000000000,gassupply1,2030.00000000000,A1,retrofit,gas,0.09632468497
196,"('all-year', 'all-week', 'afternoon')",CO2f,R1,2020.00000000000,gassupply1,2030.00000000000,A1,retrofit,gas,1.12717995418
197,"('all-year', 'all-week', 'afternoon')",CO2f,R1,2025.00000000000,gassupply1,2030.00000000000,A1,retrofit,gas,0.14747330431
198,"('all-year', 'all-week', 'early-peak')",gas,R1,2020.00000000000,gassupply1,2030.00000000000,A1,retrofit,gas,1.10435500000
199,"('all-year', 'all-week', 'early-peak')",gas,R1,2025.00000000000,gassupply1,2030.00000000000,A1,retrofit,gas,0.14448702745
200,"('all-year', 'all-week', 'early-peak')",CO2f,R1,2020.00000000000,gassupply1,2030.00000000000,A1,retrofit,gas,1.69076993127
201,"('all-year', 'all-week', 'early-peak')",CO2f,R1,2025.00000000000,gassupply1,2030.00000000000,A1,retrofit,gas,0.22120995647
202,"('all-year', 'all-week', 'late-peak')",gas,R1,2020.00000000000,gassupply1,2030.00000000000,A1,retrofit,gas,2.20871000000
203,"('all-year', 'all-week', 'late-peak')",gas,R1,2025.00000000000,gassupply1,2030.00000000000,A1,retrofit,gas,0.28897405491
204,"('all-year', 'all-week', 'late-peak')",CO2f,R1,2020.00000000000,gassupply1,2030.00000000000,A1,retrofit,gas,3.38153986254
205,"('all-year', 'all-week', 'late-peak')",CO2f,R1,2025.00000000000,gassupply1,2030.00000000000,A1,retrofit,gas,0.44241991294
