,timeslice,region,installed,technology,year,agent,category,sector,emission_costs
21,"('all-year', 'all-week', 'morning')",R1,2020,heatpump,2020,A2,retrofit,residential,0.00000000000
22,"('all-year', 'all-week', 'afternoon')",R1,2020,gasboiler,2020,A2,retrofit,residential,0.00000000000
23,"('all-year', 'all-week', 'afternoon')",R1,2020,heatpump,2020,A2,retrofit,residential,0.00000000000
24,"('all-year', 'all-week', 'early-peak')",R1,2020,gasboiler,2020,A2,retrofit,residential,0.00000000000
25,"('all-year', 'all-week', 'early-peak')",R1,2020,heatpump,2020,A2,retrofit,residential,0.00000000000
26,"('all-year', 'all-week', 'late-peak')",R1,2020,gasboiler,2020,A2,retrofit,residential,0.00000000000
27,"('all-year', 'all-week', 'late-peak')",R1,2020,heatpump,2020,A2,retrofit,residential,0.00000000000
28,"('all-year', 'all-week', 'evening')",R1,2020,gasboiler,2020,A2,retrofit,residential,0.00000000000
29,"('all-year', 'all-week', 'evening')",R1,2020,heatpump,2020,A2,retrofit,residential,0.00000000000
30,"('all-year', 'all-week', 'night')",R1,2020,gasCCGT,2020,A1,newcapa,power,0.00000000000
31,"('all-year', 'all-week', 'morning')",R1,2020,gasCCGT,2020,A1,newcapa,power,0.00000000000
32,"('all-year', 'all-week', 'afternoon')",R1,2020,gasCCGT,2020,A1,newcapa,power,0.00000000000
33,"('all-year', 'all-week', 'early-peak')",R1,2020,gasCCGT,2020,A1,newcapa,power,0.00000000000
34,"('all-year', 'all-week', 'late-peak')",R1,2020,gasCCGT,2020,A1,newcapa,power,0.00000000000
35,"('all-year', 'all-week', 'evening')",R1,2020,gasCCGT,2020,A1,newcapa,power,0.00000000000
36,"('all-year', 'all-week', 'night')",R1,2020,gasCCGT,2020,A1,retrofit,power,0.00000000000
37,"('all-year', 'all-week', 'night')",R1,2020,windturbine,2020,A1,retrofit,power,0.00000000000
38,"('all-year', 'all-week', 'morning')",R1,2020,gasCCGT,2020,A1,retrofit,power,0.00000000000
39,"('all-year', 'all-week', 'morning')",R1,2020,windturbine,2020,A1,retrofit,power,0.00000000000
40,"('all-year', 'all-week', 'afternoon')",R1,2020,gasCCGT,2020,A1,retrofit,power,0.00000000000
41,"('all-year', 'all-week', 'afternoon')",R1,2020,windturbine,2020,A1,retrofit,power,0.00000000000
42,"('all-year', 'all-week', 'early-peak')",R1,2020,gasCCGT,2020,A1,retrofit,power,0.00000000000
43,"('all-year', 'all-week', 'early-peak')",R1,2020,windturbine,2020,A1,retrofit,power,0.00000000000
44,"('all-year', 'all-week', 'late-peak')",R1,2020,gasCCGT,2020,A1,retrofit,power,0.00000000000
45,"('all-year', 'all-week', 'late-peak')",R1,2020,windturbine,2020,A1,retrofit,power,0.00000000000
46,"('all-year', 'all-week', 'evening')",R1,2020,gasCCGT,2020,A1,retrofit,power,0.00000000000
47,"('all-year', 'all-week', 'evening')",R1,2020,windturbine,2020,A1,retrofit,power,0.00000000000
48,"('all-year', 'all-week', 'night')",R1,2020,gassupply1,2020,A1,newcapa,gas,0.00000000000
49,"('all-year', 'all-week', 'morning')",R1,2020,gassupply1,2020,A1,newcapa,gas,0.00000000000
50,"('all-year', 'all-week', 'afternoon')",R1,2020,gassupply1,2020,A1,newcapa,gas,0.00000000000
51,"('all-year', 'all-week', 'early-peak')",R1,2020,gassupply1,2020,A1,newcapa,gas,0.00000000000
52,"('all-year', 'all-week', 'late-peak')",R1,2020,gassupply1,2020,A1,newcapa,gas,0.00000000000
53,"('all-year', 'all-week', 'evening')",R1,2020,gassupply1,2020,A1,newcapa,gas,0.00000000000
54,"('all-year', 'all-week', 'night')",R1,2020,gassupply1,2020,A1,retrofit,gas,0.00000000000
55,"('all-year', 'all-week', 'morning')",R1,2020,gassupply1,2020,A1,retrofit,gas,0.00000000000
56,"('all-year', 'all-week', 'afternoon')",R1,2020,gassupply1,2020,A1,retrofit,gas,0.00000000000
57,"('all-year', 'all-week', 'early-peak')",R1,2020,gassupply1,2020,A1,retrofit,gas,0.00000000000
58,"('all-year', 'all-week', 'late-peak')",R1,2020,gassupply1,2020,A1,retrofit,gas,0.00000000000
59,"('all-year', 'all-week', 'evening')",R1,2020,gassupply1,2020,A1,retrofit,gas,0.00000000000
60,"('all-year', 'all-week', 'night')",R1,2025,gasboiler,2025,A1,newcapa,residential,0.00000000000
61,"('all-year', 'all-week', 'morning')",R1,2025,gasboiler,2025,A1,newcapa,residential,0.00000000000
62,"('all-year', 'all-week', 'afternoon')",R1,2025,gasboiler,2025,A1,newcapa,residential,0.00000000000
63,"('all-year', 'all-week', 'early-peak')",R1,2025,gasboiler,2025,A1,newcapa,residential,0.00000000000
64,"('all-year', 'all-week', 'late-peak')",R1,2025,gasboiler,2025,A1,newcapa,residential,0.00000000000
65,"('all-year', 'all-week', 'evening')",R1,2025,gasboiler,2025,A1,newcapa,residential,0.00000000000
66,"('all-year', 'all-week', 'night')",R1,2020,gasboiler,2025,A1,retrofit,residential,9.27456075000
67,"('all-year', 'all-week', 'night')",R1,2025,gasboiler,2025,A1,retrofit,residential,0.00000000000
68,"('all-year', 'all-week', 'morning')",R1,2020,gasboiler,2025,A1,retrofit,residential,13.91184112500
69,"('all-year', 'all-week', 'morning')",R1,2025,gasboiler,2025,A1,retrofit,residential,0.00000000000
70,"('all-year', 'all-week', 'afternoon')",R1,2020,gasboiler,2025,A1,retrofit,residential,9.27456075000
71,"('all-year', 'all-week', 'afternoon')",R1,2025,gasboiler,2025,A1,retrofit,residential,0.00000000000
72,"('all-year', 'all-week', 'early-peak')",R1,2020,gasboiler,2025,A1,retrofit,residential,13.91184112500
73,"('all-year', 'all-week', 'early-peak')",R1,2025,gasboiler,2025,A1,retrofit,residential,0.00000000000
74,"('all-year', 'all-week', 'late-peak')",R1,2020,gasboiler,2025,A1,retrofit,residential,27.82368225000
75,"('all-year', 'all-week', 'late-peak')",R1,2025,gasboiler,2025,A1,retrofit,residential,0.00000000000
76,"('all-year', 'all-week', 'evening')",R1,2020,gasboiler,2025,A1,retrofit,residential,18.54912150000
77,"('all-year', 'all-week', 'evening')",R1,2025,gasboiler,2025,A1,retrofit,residential,0.00000000000
78,"('all-year', 'all-week', 'night')",R1,2025,heatpump,2025,A2,newcapa,residential,0.00000000000
79,"('all-year', 'all-week', 'morning')",R1,2025,heatpump,2025,A2,newcapa,residential,0.00000000000
80,"('all-year', 'all-week', 'afternoon')",R1,2025,heatpump,2025,A2,newcapa,residential,0.00000000000
81,"('all-year', 'all-week', 'early-peak')",R1,2025,heatpump,2025,A2,newcapa,residential,0.00000000000
82,"('all-year', 'all-week', 'late-peak')",R1,2025,heatpump,2025,A2,newcapa,residential,0.00000000000
83,"('all-year', 'all-week', 'evening')",R1,2025,heatpump,2025,A2,newcapa,residential,0.00000000000
84,"('all-year', 'all-week', 'night')",R1,2020,gasboiler,2025,A2,retrofit,residential,2.43992290500
85,"('all-year', 'all-week', 'night')",R1,2020,heatpump,2025,A2,retrofit,residential,0.00000000000
86,"('all-year', 'all-week', 'night')",R1,2025,gasboiler,2025,A2,retrofit,residential,0.00000000000
87,"('all-year', 'all-week', 'night')",R1,2025,heatpump,2025,A2,retrofit,residential,0.00000000000
88,"('all-year', 'all-week', 'morning')",R1,2020,gasboiler,2025,A2,retrofit,residential,3.65988435750
89,"('all-year', 'all-week', 'morning')",R1,2020,heatpump,2025,A2,retrofit,residential,0.00000000000
90,"('all-year', 'all-week', 'morning')",R1,2025,gasboiler,2025,A2,retrofit,residential,0.00000000000
91,"('all-year', 'all-week', 'morning')",R1,2025,heatpump,2025,A2,retrofit,residential,0.00000000000
92,"('all-year', 'all-week', 'afternoon')",R1,2020,gasboiler,2025,A2,retrofit,residential,2.43992290500
93,"('all-year', 'all-week', 'afternoon')",R1,2020,heatpump,2025,A2,retrofit,residential,0.00000000000
94,"('all-year', 'all-week', 'afternoon')",R1,2025,gasboiler,2025,A2,retrofit,residential,0.00000000000
95,"('all-year', 'all-week', 'afternoon')",R1,2025,heatpump,2025,A2,retrofit,residential,0.00000000000
96,"('all-year', 'all-week', 'early-peak')",R1,2020,gasboiler,2025,A2,retrofit,residential,3.65988435750
97,"('all-year', 'all-week', 'early-peak')",R1,2020,heatpump,2025,A2,retrofit,residential,0.00000000000
98,"('all-year', 'all-week', 'early-peak')",R1,2025,gasboiler,2025,A2,retrofit,residential,0.00000000000
99,"('all-year', 'all-week', 'early-peak')",R1,2025,heatpump,2025,A2,retrofit,residential,0.00000000000
100,"('all-year', 'all-week', 'late-peak')",R1,2020,gasboiler,2025,A2,retrofit,residential,7.31976871500
101,"('all-year', 'all-week', 'late-peak')",R1,2020,heatpump,2025,A2,retrofit,residential,0.00000000000
102,"('all-year', 'all-week', 'late-peak')",R1,2025,gasboiler,2025,A2,retrofit,residential,0.00000000000
103,"('all-year', 'all-week', 'late-peak')",R1,2025,heatpump,2025,A2,retrofit,residential,0.00000000000
104,"('all-year', 'all-week', 'evening')",R1,2020,gasboiler,2025,A2,retrofit,residential,4.87984581000
105,"('all-year', 'all-week', 'evening')",R1,2020,heatpump,2025,A2,retrofit,residential,0.00000000000
106,"('all-year', 'all-week', 'evening')",R1,2025,gasboiler,2025,A2,retrofit,residential,0.00000000000
107,"('all-year', 'all-week', 'evening')",R1,2025,heatpump,2025,A2,retrofit,residential,0.00000000000
108,"('all-year', 'all-week', 'night')",R1,2025,windturbine,2025,A1,newcapa,power,0.00000000000
109,"('all-year', 'all-week', 'morning')",R1,2025,windturbine,2025,A1,newcapa,power,0.00000000000
110,"('all-year', 'all-week', 'afternoon')",R1,2025,windturbine,2025,A1,newcapa,power,0.00000000000
111,"('all-year', 'all-week', 'early-peak')",R1,2025,windturbine,2025,A1,newcapa,power,0.00000000000
112,"('all-year', 'all-week', 'late-peak')",R1,2025,windturbine,2025,A1,newcapa,power,0.00000000000
113,"('all-year', 'all-week', 'evening')",R1,2025,windturbine,2025,A1,newcapa,power,0.00000000000
114,"('all-year', 'all-week', 'night')",R1,2020,gasCCGT,2025,A1,retrofit,power,0.77965335000
115,"('all-year', 'all-week', 'night')",R1,2020,windturbine,2025,A1,retrofit,power,0.00000000000
116,"('all-year', 'all-week', 'night')",R1,2025,gasCCGT,2025,A1,retrofit,power,0.00000000000
117,"('all-year', 'all-week', 'night')",R1,2025,windturbine,2025,A1,retrofit,power,0.00000000000
118,"('all-year', 'all-week', 'morning')",R1,2020,gasCCGT,2025,A1,retrofit,power,1.16948002500
119,"('all-year', 'all-week', 'morning')",R1,2020,windturbine,2025,A1,retrofit,power,0.00000000000
120,"('all-year', 'all-week', 'morning')",R1,2025,gasCCGT,2025,A1,retrofit,power,0.00000000000
121,"('all-year', 'all-week', 'morning')",R1,2025,windturbine,2025,A1,retrofit,power,0.00000000000
122,"('all-year', 'all-week', 'afternoon')",R1,2020,gasCCGT,2025,A1,retrofit,power,0.77965335000
123,"('all-year', 'all-week', 'afternoon')",R1,2020,windturbine,2025,A1,retrofit,power,0.00000000000
124,"('all-year', 'all-week', 'afternoon')",R1,2025,gasCCGT,2025,A1,retrofit,power,0.00000000000
125,"('all-year', 'all-week', 'afternoon')",R1,2025,windturbine,2025,A1,retrofit,power,0.00000000000
126,"('all-year', 'all-week', 'early-peak')",R1,2020,gasCCGT,2025,A1,retrofit,power,1.16948002500
127,"('all-year', 'all-week', 'early-peak')",R1,2020,windturbine,2025,A1,retrofit,power,0.00000000000
128,"('all-year', 'all-week', 'early-peak')",R1,2025,gasCCGT,2025,A1,retrofit,power,0.00000000000
129,"('all-year', 'all-week', 'early-peak')",R1,2025,windturbine,2025,A1,retrofit,power,0.00000000000
130,"('all-year', 'all-week', 'late-peak')",R1,2020,gasCCGT,2025,A1,retrofit,power,2.33896005000
131,"('all-year', 'all-week', 'late-peak')",R1,2020,windturbine,2025,A1,retrofit,power,0.00000000000
132,"('all-year', 'all-week', 'late-peak')",R1,2025,gasCCGT,2025,A1,retrofit,power,0.00000000000
133,"('all-year', 'all-week', 'late-peak')",R1,2025,windturbine,2025,A1,retrofit,power,0.00000000000
134,"('all-year', 'all-week', 'evening')",R1,2020,gasCCGT,2025,A1,retrofit,power,1.55930670000
135,"('all-year', 'all-week', 'evening')",R1,2020,windturbine,2025,A1,retrofit,power,0.00000000000
136,"('all-year', 'all-week', 'evening')",R1,2025,gasCCGT,2025,A1,retrofit,power,0.00000000000
137,"('all-year', 'all-week', 'evening')",R1,2025,windturbine,2025,A1,retrofit,power,0.00000000000
138,"('all-year', 'all-week', 'night')",R1,2020,gassupply1,2025,A1,newcapa,gas,0.00000000000
139,"('all-year', 'all-week', 'morning')",R1,2020,gassupply1,2025,A1,newcapa,gas,0.00000000000
140,"('all-year', 'all-week', 'afternoon')",R1,2020,gassupply1,2025,A1,newcapa,gas,0.00000000000
141,"('all-year', 'all-week', 'early-peak')",R1,2020,gassupply1,2025,A1,newcapa,gas,0.00000000000
142,"('all-year', 'all-week', 'late-peak')",R1,2020,gassupply1,2025,A1,newcapa,gas,0.00000000000
143,"('all-year', 'all-week', 'evening')",R1,2020,gassupply1,2025,A1,newcapa,gas,0.00000000000
144,"('all-year', 'all-week', 'night')",R1,2020,gassupply1,2025,A1,retrofit,gas,0.34324874819
145,"('all-year', 'all-week', 'night')",R1,2025,gassupply1,2025,A1,retrofit,gas,0.00000000000
146,"('all-year', 'all-week', 'morning')",R1,2020,gassupply1,2025,A1,retrofit,gas,0.51487312229
147,"('all-year', 'all-week', 'morning')",R1,2025,gassupply1,2025,A1,retrofit,gas,0.00000000000
148,"('all-year', 'all-week', 'afternoon')",R1,2020,gassupply1,2025,A1,retrofit,gas,0.34324874819
149,"('all-year', 'all-week', 'afternoon')",R1,2025,gassupply1,2025,A1,retrofit,gas,0.00000000000
150,"('all-year', 'all-week', 'early-peak')",R1,2020,gassupply1,2025,A1,retrofit,gas,0.51487312229
151,"('all-year', 'all-week', 'early-peak')",R1,2025,gassupply1,2025,A1,retrofit,gas,0.00000000000
152,"('all-year', 'all-week', 'late-peak')",R1,2020,gassupply1,2025,A1,retrofit,gas,1.02974624458
153,"('all-year', 'all-week', 'late-peak')",R1,2025,gassupply1,2025,A1,retrofit,gas,0.00000000000
154,"('all-year', 'all-week', 'evening')",R1,2020,gassupply1,2025,A1,retrofit,gas,0.68649749639
155,"('all-year', 'all-week', 'evening')",R1,2025,gassupply1,2025,A1,retrofit,gas,0.00000000000
156,"('all-year', 'all-week', 'night')",R1,2030,heatpump,2030,A1,newcapa,residential,0.00000000000
157,"('all-year', 'all-week', 'morning')",R1,2030,heatpump,2030,A1,newcapa,residential,0.00000000000
158,"('all-year', 'all-week', 'afternoon')",R1,2030,heatpump,2030,A1,newcapa,residential,0.00000000000
159,"('all-year', 'all-week', 'early-peak')",R1,2030,heatpump,2030,A1,newcapa,residential,0.00000000000
160,"('all-year', 'all-week', 'late-peak')",R1,2030,heatpump,2030,A1,newcapa,residential,0.00000000000
161,"('all-year', 'all-week', 'evening')",R1,2030,heatpump,2030,A1,newcapa,residential,0.00000000000
162,"('all-year', 'all-week', 'night')",R1,2020,gasboiler,2030,A1,retrofit,residential,4.14419997561
163,"('all-year', 'all-week', 'night')",R1,2025,gasboiler,2030,A1,retrofit,residential,7.41332957439
164,"('all-year', 'all-week', 'night')",R1,2030,heatpump,2030,A1,retrofit,residential,0.00000000000
165,"('all-year', 'all-week', 'morning')",R1,2020,gasboiler,2030,A1,retrofit,residential,6.21629996342
166,"('all-year', 'all-week', 'morning')",R1,2025,gasboiler,2030,A1,retrofit,residential,11.11999436158
167,"('all-year', 'all-week', 'morning')",R1,2030,heatpump,2030,A1,retrofit,residential,0.00000000000
168,"('all-year', 'all-week', 'afternoon')",R1,2020,gasboiler,2030,A1,retrofit,residential,4.14419997561
169,"('all-year', 'all-week', 'afternoon')",R1,2025,gasboiler,2030,A1,retrofit,residential,7.41332957439
170,"('all-year', 'all-week', 'afternoon')",R1,2030,heatpump,2030,A1,retrofit,residential,0.00000000000
171,"('all-year', 'all-week', 'early-peak')",R1,2020,gasboiler,2030,A1,retrofit,residential,6.21629996342
172,"('all-year', 'all-week', 'early-peak')",R1,2025,gasboiler,2030,A1,retrofit,residential,11.11999436158
173,"('all-year', 'all-week', 'early-peak')",R1,2030,heatpump,2030,A1,retrofit,residential,0.00000000000
174,"('all-year', 'all-week', 'late-peak')",R1,2020,gasboiler,2030,A1,retrofit,residential,12.43259992683
175,"('all-year', 'all-week', 'late-peak')",R1,2025,gasboiler,2030,A1,retrofit,residential,22.23998872317
176,"('all-year', 'all-week', 'late-peak')",R1,2030,heatpump,2030,A1,retrofit,residential,0.00000000000
177,"('all-year', 'all-week', 'evening')",R1,2020,gasboiler,2030,A1,retrofit,residential,8.28839995122
178,"('all-year', 'all-week', 'evening')",R1,2025,gasboiler,2030,A1,retrofit,residential,14.82665914878
179,"('all-year', 'all-week', 'evening')",R1,2030,heatpump,2030,A1,retrofit,residential,0.00000000000
180,"('all-year', 'all-week', 'night')",R1,2030,heatpump,2030,A2,newcapa,residential,0.00000000000
181,"('all-year', 'all-week', 'morning')",R1,2030,heatpump,2030,A2,newcapa,residential,0.00000000000
182,"('all-year', 'all-week', 'afternoon')",R1,2030,heatpump,2030,A2,newcapa,residential,0.00000000000
183,"('all-year', 'all-week', 'early-peak')",R1,2030,heatpump,2030,A2,newcapa,residential,0.00000000000
184,"('all-year', 'all-week', 'late-peak')",R1,2030,heatpump,2030,A2,newcapa,residential,0.00000000000
185,"('all-year', 'all-week', 'evening')",R1,2030,heatpump,2030,A2,newcapa,residential,0.00000000000
186,"('all-year', 'all-week', 'night')",R1,2020,gasboiler,2030,A2,retrofit,residential,0.00000004033
187,"('all-year', 'all-week', 'night')",R1,2020,heatpump,2030,A2,retrofit,residential,0.00000000000
188,"('all-year', 'all-week', 'night')",R1,2025,gasboiler,2030,A2,retrofit,residential,1.04725365767
189,"('all-year', 'all-week', 'night')",R1,2025,heatpump,2030,A2,retrofit,residential,0.00000000000
190,"('all-year', 'all-week', 'night')",R1,2030,heatpump,2030,A2,retrofit,residential,0.00000000000
191,"('all-year', 'all-week', 'morning')",R1,2020,gasboiler,2030,A2,retrofit,residential,0.00000006050
192,"('all-year', 'all-week', 'morning')",R1,2020,heatpump,2030,A2,retrofit,residential,0.00000000000
193,"('all-year', 'all-week', 'morning')",R1,2025,gasboiler,2030,A2,retrofit,residential,1.57088048650
194,"('all-year', 'all-week', 'morning')",R1,2025,heatpump,2030,A2,retrofit,residential,0.00000000000
195,"('all-year', 'all-week', 'morning')",R1,2030,heatpump,2030,A2,retrofit,residential,0.00000000000
196,"('all-year', 'all-week', 'afternoon')",R1,2020,gasboiler,2030,A2,retrofit,residential,0.00000004033
197,"('all-year', 'all-week', 'afternoon')",R1,2020,heatpump,2030,A2,retrofit,residential,0.00000000000
198,"('all-year', 'all-week', 'afternoon')",R1,2025,gasboiler,2030,A2,retrofit,residential,1.04725365767
199,"('all-year', 'all-week', 'afternoon')",R1,2025,heatpump,2030,A2,retrofit,residential,0.00000000000
200,"('all-year', 'all-week', 'afternoon')",R1,2030,heatpump,2030,A2,retrofit,residential,0.00000000000
201,"('all-year', 'all-week', 'early-peak')",R1,2020,gasboiler,2030,A2,retrofit,residential,0.00000006050
202,"('all-year', 'all-week', 'early-peak')",R1,2020,heatpump,2030,A2,retrofit,residential,0.00000000000
203,"('all-year', 'all-week', 'early-peak')",R1,2025,gasboiler,2030,A2,retrofit,residential,1.57088048650
204,"('all-year', 'all-week', 'early-peak')",R1,2025,heatpump,2030,A2,retrofit,residential,0.00000000000
205,"('all-year', 'all-week', 'early-peak')",R1,2030,heatpump,2030,A2,retrofit,residential,0.00000000000
206,"('all-year', 'all-week', 'late-peak')",R1,2020,gasboiler,2030,A2,retrofit,residential,0.00000012100
207,"('all-year', 'all-week', 'late-peak')",R1,2020,heatpump,2030,A2,retrofit,residential,0.00000000000
208,"('all-year', 'all-week', 'late-peak')",R1,2025,gasboiler,2030,A2,retrofit,residential,3.14176097300
209,"('all-year', 'all-week', 'late-peak')",R1,2025,heatpump,2030,A2,retrofit,residential,0.00000000000
210,"('all-year', 'all-week', 'late-peak')",R1,2030,heatpump,2030,A2,retrofit,residential,0.00000000000
211,"('all-year', 'all-week', 'evening')",R1,2020,gasboiler,2030,A2,retrofit,residential,0.00000008067
212,"('all-year', 'all-week', 'evening')",R1,2020,heatpump,2030,A2,retrofit,residential,0.00000000000
213,"('all-year', 'all-week', 'evening')",R1,2025,gasboiler,2030,A2,retrofit,residential,2.09450731533
214,"('all-year', 'all-week', 'evening')",R1,2025,heatpump,2030,A2,retrofit,residential,0.00000000000
215,"('all-year', 'all-week', 'evening')",R1,2030,heatpump,2030,A2,retrofit,residential,0.00000000000
216,"('all-year', 'all-week', 'night')",R1,2020,gasCCGT,2030,A1,newcapa,power,0.00000000000
217,"('all-year', 'all-week', 'night')",R1,2020,windturbine,2030,A1,newcapa,power,0.00000000000
218,"('all-year', 'all-week', 'night')",R1,2025,gasCCGT,2030,A1,newcapa,power,0.00000000000
219,"('all-year', 'all-week', 'night')",R1,2025,windturbine,2030,A1,newcapa,power,0.00000000000
220,"('all-year', 'all-week', 'morning')",R1,2020,gasCCGT,2030,A1,newcapa,power,0.00000000000
221,"('all-year', 'all-week', 'morning')",R1,2020,windturbine,2030,A1,newcapa,power,0.00000000000
222,"('all-year', 'all-week', 'morning')",R1,2025,gasCCGT,2030,A1,newcapa,power,0.00000000000
223,"('all-year', 'all-week', 'morning')",R1,2025,windturbine,2030,A1,newcapa,power,0.00000000000
224,"('all-year', 'all-week', 'afternoon')",R1,2020,gasCCGT,2030,A1,newcapa,power,0.00000000000
225,"('all-year', 'all-week', 'afternoon')",R1,2020,windturbine,2030,A1,newcapa,power,0.00000000000
226,"('all-year', 'all-week', 'afternoon')",R1,2025,gasCCGT,2030,A1,newcapa,power,0.00000000000
227,"('all-year', 'all-week', 'afternoon')",R1,2025,windturbine,2030,A1,newcapa,power,0.00000000000
228,"('all-year', 'all-week', 'early-peak')",R1,2020,gasCCGT,2030,A1,newcapa,power,0.00000000000
229,"('all-year', 'all-week', 'early-peak')",R1,2020,windturbine,2030,A1,newcapa,power,0.00000000000
230,"('all-year', 'all-week', 'early-peak')",R1,2025,gasCCGT,2030,A1,newcapa,power,0.00000000000
231,"('all-year', 'all-week', 'early-peak')",R1,2025,windturbine,2030,A1,newcapa,power,0.00000000000
232,"('all-year', 'all-week', 'late-peak')",R1,2020,gasCCGT,2030,A1,newcapa,power,0.00000000000
233,"('all-year', 'all-week', 'late-peak')",R1,2020,windturbine,2030,A1,newcapa,power,0.00000000000
234,"('all-year', 'all-week', 'late-peak')",R1,2025,gasCCGT,2030,A1,newcapa,power,0.00000000000
235,"('all-year', 'all-week', 'late-peak')",R1,2025,windturbine,2030,A1,newcapa,power,0.00000000000
236,"('all-year', 'all-week', 'evening')",R1,2020,gasCCGT,2030,A1,newcapa,power,0.00000000000
237,"('all-year', 'all-week', 'evening')",R1,2020,windturbine,2030,A1,newcapa,power,0.00000000000
238,"('all-year', 'all-week', 'evening')",R1,2025,gasCCGT,2030,A1,newcapa,power,0.00000000000
239,"('all-year', 'all-week', 'evening')",R1,2025,windturbine,2030,A1,newcapa,power,0.00000000000
240,"('all-year', 'all-week', 'night')",R1,2020,gasCCGT,2030,A1,retrofit,power,0.00000018043
241,"('all-year', 'all-week', 'night')",R1,2020,windturbine,2030,A1,retrofit,power,0.00000000000
242,"('all-year', 'all-week', 'night')",R1,2025,gasCCGT,2030,A1,retrofit,power,0.68564943180
243,"('all-year', 'all-week', 'night')",R1,2025,windturbine,2030,A1,retrofit,power,0.00000000000
244,"('all-year', 'all-week', 'night')",R1,2030,windturbine,2030,A1,retrofit,power,0.00000000000
245,"('all-year', 'all-week', 'morning')",R1,2020,gasCCGT,2030,A1,retrofit,power,0.00000027065
246,"('all-year', 'all-week', 'morning')",R1,2020,windturbine,2030,A1,retrofit,power,0.00000000000
247,"('all-year', 'all-week', 'morning')",R1,2025,gasCCGT,2030,A1,retrofit,power,1.02847414770
248,"('all-year', 'all-week', 'morning')",R1,2025,windturbine,2030,A1,retrofit,power,0.00000000000
249,"('all-year', 'all-week', 'morning')",R1,2030,windturbine,2030,A1,retrofit,power,0.00000000000
250,"('all-year', 'all-week', 'afternoon')",R1,2020,gasCCGT,2030,A1,retrofit,power,0.00000018043
251,"('all-year', 'all-week', 'afternoon')",R1,2020,windturbine,2030,A1,retrofit,power,0.00000000000
252,"('all-year', 'all-week', 'afternoon')",R1,2025,gasCCGT,2030,A1,retrofit,power,0.68564943180
253,"('all-year', 'all-week', 'afternoon')",R1,2025,windturbine,2030,A1,retrofit,power,0.00000000000
254,"('all-year', 'all-week', 'afternoon')",R1,2030,windturbine,2030,A1,retrofit,power,0.00000000000
255,"('all-year', 'all-week', 'early-peak')",R1,2020,gasCCGT,2030,A1,retrofit,power,0.00000027065
256,"('all-year', 'all-week', 'early-peak')",R1,2020,windturbine,2030,A1,retrofit,power,0.00000000000
257,"('all-year', 'all-week', 'early-peak')",R1,2025,gasCCGT,2030,A1,retrofit,power,1.02847414770
258,"('all-year', 'all-week', 'early-peak')",R1,2025,windturbine,2030,A1,retrofit,power,0.00000000000
259,"('all-year', 'all-week', 'early-peak')",R1,2030,windturbine,2030,A1,retrofit,power,0.00000000000
260,"('all-year', 'all-week', 'late-peak')",R1,2020,gasCCGT,2030,A1,retrofit,power,0.00000054130
