asset,year,region,technology,installed,capacity
0,2035,R1,gasboiler,2025,4.10000000000
0,2039,R1,gasboiler,2025,4.10000000000
1,2040,R1,gasboiler,2035,0.91000000000
1,2044,R1,gasboiler,2035,0.91000000000
1,2045,R1,gasboiler,2035,0.91000000000
1,2049,R1,gasboiler,2035,0.91000000000
2,2035,R1,heatpump,2025,6.90000000000
2,2039,R1,heatpump,2025,6.90000000000
3,2035,R1,heatpump,2030,25.00000000000
3,2039,R1,heatpump,2030,25.00000000000
3,2040,R1,heatpump,2030,25.00000000000
3,2044,R1,heatpump,2030,25.00000000000
4,2040,R1,heatpump,2035,16.09000000000
4,2044,R1,heatpump,2035,16.09000000000
4,2045,R1,heatpump,2035,16.09000000000
4,2049,R1,heatpump,2035,16.09000000000
