,agent,capacity,dst_region,index,installed,region,sector,technology,type,year
2,A1,10.00000000000,R1,0,2020,R1,residential,gasboiler,retrofit,2020
0,A1,1.00000000000,R1,0,2020,R1,power,gasCCGT,retrofit,2020
0,A1,15.00000000000,R1,0,2020,R1,gas,gassupply1,retrofit,2020
2,A1,5.00000000000,R1,0,2020,R1,residential,gasboiler,retrofit,2025
7,A1,17.48430000000,R1,16,2020,R1,residential,heatpump,retrofit,2025
2,A1,1.00000000000,R1,0,2020,R1,power,gasCCGT,retrofit,2025
10,A1,10.00000000000,R1,18,2020,R1,power,solarPV,retrofit,2025
16,A1,5.23430000000,R1,27,2020,R1,power,windturbine,retrofit,2025
0,A1,15.00000000000,R1,0,2020,R1,gas,gassupply1,retrofit,2025
2,A1,3.25160000000,R1,0,2025,R1,residential,gasboiler,retrofit,2030
6,A1,17.48430000000,R1,8,2020,R1,residential,heatpump,retrofit,2030
7,A1,2.62930000000,R1,9,2025,R1,residential,heatpump,retrofit,2030
0,A1,2.16860000000,R1,0,2025,R1,power,gasCCGT,retrofit,2030
9,A1,10.00000000000,R1,10,2020,R1,power,solarPV,retrofit,2030
20,A1,5.23430000000,R1,30,2020,R1,power,windturbine,retrofit,2030
0,A1,7.50000000000,R1,0,2020,R1,gas,gassupply1,retrofit,2030
1,A1,0.31240000000,R1,1,2025,R1,gas,gassupply1,retrofit,2030
2,A1,3.25160000000,R1,0,2025,R1,residential,gasboiler,retrofit,2035
8,A1,2.62930000000,R1,14,2025,R1,residential,heatpump,retrofit,2035
9,A1,18.14250000000,R1,15,2030,R1,residential,heatpump,retrofit,2035
0,A1,2.16860000000,R1,0,2025,R1,power,gasCCGT,retrofit,2035
8,A1,10.00000000000,R1,9,2020,R1,power,solarPV,retrofit,2035
9,A1,0.65820000000,R1,10,2030,R1,power,solarPV,retrofit,2035
25,A1,5.23430000000,R1,36,2020,R1,power,windturbine,retrofit,2035
0,A1,0.31240000000,R1,0,2025,R1,gas,gassupply1,retrofit,2035
1,A1,7.50000000000,R1,1,2030,R1,gas,gassupply1,retrofit,2035
2,A1,1.17440000000,R1,0,2035,R1,residential,gasboiler,retrofit,2040
6,A1,18.14250000000,R1,7,2030,R1,residential,heatpump,retrofit,2040
7,A1,5.36240000000,R1,8,2035,R1,residential,heatpump,retrofit,2040
0,A1,2.16860000000,R1,0,2025,R1,power,gasCCGT,retrofit,2040
7,A1,10.00000000000,R1,10,2020,R1,power,solarPV,retrofit,2040
8,A1,0.65820000000,R1,11,2030,R1,power,solarPV,retrofit,2040
9,A1,2.73310000000,R1,12,2035,R1,power,solarPV,retrofit,2040
30,A1,5.23430000000,R1,50,2020,R1,power,windturbine,retrofit,2040
0,A1,0.31240000000,R1,0,2025,R1,gas,gassupply1,retrofit,2040
1,A1,7.50000000000,R1,1,2030,R1,gas,gassupply1,retrofit,2040
2,A1,1.17440000000,R1,0,2035,R1,residential,gasboiler,retrofit,2045
4,A1,5.36240000000,R1,7,2035,R1,residential,heatpump,retrofit,2045
5,A1,18.56530000000,R1,8,2040,R1,residential,heatpump,retrofit,2045
2,A1,2.16860000000,R1,0,2025,R1,power,gasCCGT,retrofit,2045
8,A1,10.00000000000,R1,11,2020,R1,power,solarPV,retrofit,2045
9,A1,0.65820000000,R1,12,2030,R1,power,solarPV,retrofit,2045
10,A1,2.73310000000,R1,13,2035,R1,power,solarPV,retrofit,2045
11,A1,0.42270000000,R1,14,2040,R1,power,solarPV,retrofit,2045
36,A1,5.23430000000,R1,66,2020,R1,power,windturbine,retrofit,2045
0,A1,0.31240000000,R1,0,2025,R1,gas,gassupply1,retrofit,2045
1,A1,7.50000000000,R1,1,2030,R1,gas,gassupply1,retrofit,2045
2,A1,18.56530000000,R1,0,2040,R1,residential,heatpump,retrofit,2050
3,A1,6.95790000000,R1,1,2045,R1,residential,heatpump,retrofit,2050
0,A1,2.16860000000,R1,0,2025,R1,power,gasCCGT,retrofit,2050
5,A1,0.65820000000,R1,12,2030,R1,power,solarPV,retrofit,2050
6,A1,2.73310000000,R1,13,2035,R1,power,solarPV,retrofit,2050
7,A1,0.42270000000,R1,14,2040,R1,power,solarPV,retrofit,2050
8,A1,11.59550000000,R1,15,2045,R1,power,solarPV,retrofit,2050
39,A1,5.23430000000,R1,72,2045,R1,power,windturbine,retrofit,2050
0,A1,0.31240000000,R1,0,2025,R1,gas,gassupply1,retrofit,2050
1,A1,7.50000000000,R1,1,2030,R1,gas,gassupply1,retrofit,2050
