,commodity,region,technology,year,consumption
0,gas,R1,gasboiler,2035,0.86810000000
1,gas,R1,gasboiler,2035,0.17460000000
2,electricity,R1,heatpump,2035,0.14050000000
3,gas,R1,gasboiler,2040,0.17460000000
4,gas,R1,gasboiler,2040,0.48970000000
5,electricity,R1,heatpump,2040,0.14050000000
6,electricity,R1,heatpump,2040,0.16380000000
7,gas,R1,gasboiler,2035,1.30210000000
8,gas,R1,gasboiler,2035,0.26190000000
9,electricity,R1,heatpump,2035,0.21070000000
10,gas,R1,gasboiler,2040,0.26190000000
11,gas,R1,gasboiler,2040,0.73460000000
12,electricity,R1,heatpump,2040,0.21070000000
13,electricity,R1,heatpump,2040,0.24570000000
14,gas,R1,gasboiler,2035,0.86810000000
15,gas,R1,gasboiler,2035,0.17460000000
16,electricity,R1,heatpump,2035,0.14050000000
17,gas,R1,gasboiler,2040,0.17460000000
18,gas,R1,gasboiler,2040,0.48970000000
19,electricity,R1,heatpump,2040,0.14050000000
20,electricity,R1,heatpump,2040,0.16380000000
21,gas,R1,gasboiler,2035,1.30210000000
22,gas,R1,gasboiler,2035,0.26190000000
23,electricity,R1,heatpump,2035,0.21070000000
24,gas,R1,gasboiler,2040,0.26190000000
25,gas,R1,gasboiler,2040,0.73460000000
26,electricity,R1,heatpump,2040,0.21070000000
27,electricity,R1,heatpump,2040,0.24570000000
28,gas,R1,gasboiler,2035,2.60420000000
29,gas,R1,gasboiler,2035,0.52370000000
30,electricity,R1,heatpump,2035,0.42140000000
31,gas,R1,gasboiler,2040,0.52370000000
32,gas,R1,gasboiler,2040,1.46910000000
33,electricity,R1,heatpump,2040,0.42140000000
34,electricity,R1,heatpump,2040,0.49140000000
35,gas,R1,gasboiler,2035,1.73610000000
36,gas,R1,gasboiler,2035,0.34920000000
37,electricity,R1,heatpump,2035,0.28090000000
38,gas,R1,gasboiler,2040,0.34920000000
39,gas,R1,gasboiler,2040,0.97940000000
40,electricity,R1,heatpump,2040,0.28090000000
41,electricity,R1,heatpump,2040,0.32760000000
