,timeslice,region,installed,technology,year,agent,category,sector,fuel_consumption_costs
47,"('all-year', 'all-week', 'evening')",R1,2020,gasboiler,2020,A2,newcapa,residential,0.00000000000
48,"('all-year', 'all-week', 'night')",R1,2020,gasboiler,2020,A2,retrofit,residential,0.00000000000
49,"('all-year', 'all-week', 'night')",R1,2020,gasboiler,2020,A2,retrofit,residential,1.15322549885
50,"('all-year', 'all-week', 'morning')",R1,2020,gasboiler,2020,A2,retrofit,residential,0.00000000000
51,"('all-year', 'all-week', 'morning')",R1,2020,gasboiler,2020,A2,retrofit,residential,1.72983824827
52,"('all-year', 'all-week', 'afternoon')",R1,2020,gasboiler,2020,A2,retrofit,residential,0.00000000000
53,"('all-year', 'all-week', 'afternoon')",R1,2020,gasboiler,2020,A2,retrofit,residential,1.15322549885
54,"('all-year', 'all-week', 'early-peak')",R1,2020,gasboiler,2020,A2,retrofit,residential,0.00000000000
55,"('all-year', 'all-week', 'early-peak')",R1,2020,gasboiler,2020,A2,retrofit,residential,1.72983824827
56,"('all-year', 'all-week', 'late-peak')",R1,2020,gasboiler,2020,A2,retrofit,residential,0.00000000000
57,"('all-year', 'all-week', 'late-peak')",R1,2020,gasboiler,2020,A2,retrofit,residential,3.45967649654
58,"('all-year', 'all-week', 'evening')",R1,2020,gasboiler,2020,A2,retrofit,residential,0.00000000000
59,"('all-year', 'all-week', 'evening')",R1,2020,gasboiler,2020,A2,retrofit,residential,2.30645099770
60,"('all-year', 'all-week', 'night')",R1,2020,gasboiler,2020,A3,newcapa,residential,0.00000000000
61,"('all-year', 'all-week', 'night')",R1,2020,gasboiler,2020,A3,newcapa,residential,0.00000000000
62,"('all-year', 'all-week', 'morning')",R1,2020,gasboiler,2020,A3,newcapa,residential,0.00000000000
63,"('all-year', 'all-week', 'morning')",R1,2020,gasboiler,2020,A3,newcapa,residential,0.00000000000
64,"('all-year', 'all-week', 'afternoon')",R1,2020,gasboiler,2020,A3,newcapa,residential,0.00000000000
65,"('all-year', 'all-week', 'afternoon')",R1,2020,gasboiler,2020,A3,newcapa,residential,0.00000000000
66,"('all-year', 'all-week', 'early-peak')",R1,2020,gasboiler,2020,A3,newcapa,residential,0.00000000000
67,"('all-year', 'all-week', 'early-peak')",R1,2020,gasboiler,2020,A3,newcapa,residential,0.00000000000
68,"('all-year', 'all-week', 'late-peak')",R1,2020,gasboiler,2020,A3,newcapa,residential,0.00000000000
69,"('all-year', 'all-week', 'late-peak')",R1,2020,gasboiler,2020,A3,newcapa,residential,0.00000000000
70,"('all-year', 'all-week', 'evening')",R1,2020,gasboiler,2020,A3,newcapa,residential,0.00000000000
71,"('all-year', 'all-week', 'evening')",R1,2020,gasboiler,2020,A3,newcapa,residential,0.00000000000
72,"('all-year', 'all-week', 'night')",R1,2020,gasboiler,2020,A3,retrofit,residential,0.00000000000
73,"('all-year', 'all-week', 'night')",R1,2020,gasboiler,2020,A3,retrofit,residential,1.15322549885
74,"('all-year', 'all-week', 'morning')",R1,2020,gasboiler,2020,A3,retrofit,residential,0.00000000000
75,"('all-year', 'all-week', 'morning')",R1,2020,gasboiler,2020,A3,retrofit,residential,1.72983824827
76,"('all-year', 'all-week', 'afternoon')",R1,2020,gasboiler,2020,A3,retrofit,residential,0.00000000000
77,"('all-year', 'all-week', 'afternoon')",R1,2020,gasboiler,2020,A3,retrofit,residential,1.15322549885
78,"('all-year', 'all-week', 'early-peak')",R1,2020,gasboiler,2020,A3,retrofit,residential,0.00000000000
79,"('all-year', 'all-week', 'early-peak')",R1,2020,gasboiler,2020,A3,retrofit,residential,1.72983824827
80,"('all-year', 'all-week', 'late-peak')",R1,2020,gasboiler,2020,A3,retrofit,residential,0.00000000000
81,"('all-year', 'all-week', 'late-peak')",R1,2020,gasboiler,2020,A3,retrofit,residential,3.45967649654
82,"('all-year', 'all-week', 'evening')",R1,2020,gasboiler,2020,A3,retrofit,residential,0.00000000000
83,"('all-year', 'all-week', 'evening')",R1,2020,gasboiler,2020,A3,retrofit,residential,2.30645099770
84,"('all-year', 'all-week', 'night')",R1,2020,gasCCGT,2020,A1,newcapa,power,0.00000000000
85,"('all-year', 'all-week', 'night')",R1,2020,gasCCGT,2020,A1,newcapa,power,0.00000000000
86,"('all-year', 'all-week', 'morning')",R1,2020,gasCCGT,2020,A1,newcapa,power,0.00000000000
87,"('all-year', 'all-week', 'morning')",R1,2020,gasCCGT,2020,A1,newcapa,power,0.00000000000
88,"('all-year', 'all-week', 'afternoon')",R1,2020,gasCCGT,2020,A1,newcapa,power,0.00000000000
89,"('all-year', 'all-week', 'afternoon')",R1,2020,gasCCGT,2020,A1,newcapa,power,0.00000000000
90,"('all-year', 'all-week', 'early-peak')",R1,2020,gasCCGT,2020,A1,newcapa,power,0.00000000000
91,"('all-year', 'all-week', 'early-peak')",R1,2020,gasCCGT,2020,A1,newcapa,power,0.00000000000
92,"('all-year', 'all-week', 'late-peak')",R1,2020,gasCCGT,2020,A1,newcapa,power,0.00000000000
93,"('all-year', 'all-week', 'late-peak')",R1,2020,gasCCGT,2020,A1,newcapa,power,0.00000000000
94,"('all-year', 'all-week', 'evening')",R1,2020,gasCCGT,2020,A1,newcapa,power,0.00000000000
95,"('all-year', 'all-week', 'evening')",R1,2020,gasCCGT,2020,A1,newcapa,power,0.00000000000
96,"('all-year', 'all-week', 'night')",R1,2020,gasCCGT,2020,A1,retrofit,power,0.00000000000
97,"('all-year', 'all-week', 'night')",R1,2020,gasCCGT,2020,A1,retrofit,power,0.00000000000
98,"('all-year', 'all-week', 'night')",R1,2020,windturbine,2020,A1,retrofit,power,0.00000000000
99,"('all-year', 'all-week', 'night')",R1,2020,windturbine,2020,A1,retrofit,power,0.00000000000
100,"('all-year', 'all-week', 'morning')",R1,2020,gasCCGT,2020,A1,retrofit,power,0.00000000000
101,"('all-year', 'all-week', 'morning')",R1,2020,gasCCGT,2020,A1,retrofit,power,0.00000000000
102,"('all-year', 'all-week', 'morning')",R1,2020,windturbine,2020,A1,retrofit,power,0.00000000000
103,"('all-year', 'all-week', 'morning')",R1,2020,windturbine,2020,A1,retrofit,power,0.00000000000
104,"('all-year', 'all-week', 'afternoon')",R1,2020,gasCCGT,2020,A1,retrofit,power,0.00000000000
105,"('all-year', 'all-week', 'afternoon')",R1,2020,gasCCGT,2020,A1,retrofit,power,0.00000000000
106,"('all-year', 'all-week', 'afternoon')",R1,2020,windturbine,2020,A1,retrofit,power,0.00000000000
107,"('all-year', 'all-week', 'afternoon')",R1,2020,windturbine,2020,A1,retrofit,power,0.00000000000
108,"('all-year', 'all-week', 'early-peak')",R1,2020,gasCCGT,2020,A1,retrofit,power,0.00000000000
109,"('all-year', 'all-week', 'early-peak')",R1,2020,gasCCGT,2020,A1,retrofit,power,0.00000000000
110,"('all-year', 'all-week', 'early-peak')",R1,2020,windturbine,2020,A1,retrofit,power,0.00000000000
111,"('all-year', 'all-week', 'early-peak')",R1,2020,windturbine,2020,A1,retrofit,power,0.00000000000
112,"('all-year', 'all-week', 'late-peak')",R1,2020,gasCCGT,2020,A1,retrofit,power,0.00000000000
113,"('all-year', 'all-week', 'late-peak')",R1,2020,gasCCGT,2020,A1,retrofit,power,0.00000000000
114,"('all-year', 'all-week', 'late-peak')",R1,2020,windturbine,2020,A1,retrofit,power,0.00000000000
115,"('all-year', 'all-week', 'late-peak')",R1,2020,windturbine,2020,A1,retrofit,power,0.00000000000
116,"('all-year', 'all-week', 'evening')",R1,2020,gasCCGT,2020,A1,retrofit,power,0.00000000000
117,"('all-year', 'all-week', 'evening')",R1,2020,gasCCGT,2020,A1,retrofit,power,0.00000000000
118,"('all-year', 'all-week', 'evening')",R1,2020,windturbine,2020,A1,retrofit,power,0.00000000000
119,"('all-year', 'all-week', 'evening')",R1,2020,windturbine,2020,A1,retrofit,power,0.00000000000
120,"('all-year', 'all-week', 'night')",R1,2025,gasboiler,2025,A1,newcapa,residential,0.00000000000
121,"('all-year', 'all-week', 'night')",R1,2025,gasboiler,2025,A1,newcapa,residential,0.00000000000
122,"('all-year', 'all-week', 'morning')",R1,2025,gasboiler,2025,A1,newcapa,residential,0.00000000000
123,"('all-year', 'all-week', 'morning')",R1,2025,gasboiler,2025,A1,newcapa,residential,0.00000000000
124,"('all-year', 'all-week', 'afternoon')",R1,2025,gasboiler,2025,A1,newcapa,residential,0.00000000000
125,"('all-year', 'all-week', 'afternoon')",R1,2025,gasboiler,2025,A1,newcapa,residential,0.00000000000
126,"('all-year', 'all-week', 'early-peak')",R1,2025,gasboiler,2025,A1,newcapa,residential,0.00000000000
127,"('all-year', 'all-week', 'early-peak')",R1,2025,gasboiler,2025,A1,newcapa,residential,0.00000000000
128,"('all-year', 'all-week', 'late-peak')",R1,2025,gasboiler,2025,A1,newcapa,residential,0.00000000000
129,"('all-year', 'all-week', 'late-peak')",R1,2025,gasboiler,2025,A1,newcapa,residential,0.00000000000
130,"('all-year', 'all-week', 'evening')",R1,2025,gasboiler,2025,A1,newcapa,residential,0.00000000000
131,"('all-year', 'all-week', 'evening')",R1,2025,gasboiler,2025,A1,newcapa,residential,0.00000000000
132,"('all-year', 'all-week', 'night')",R1,2020,gasboiler,2025,A1,retrofit,residential,0.00000000000
133,"('all-year', 'all-week', 'night')",R1,2020,gasboiler,2025,A1,retrofit,residential,0.25365126199
134,"('all-year', 'all-week', 'night')",R1,2020,heatpump,2025,A1,retrofit,residential,0.17251533091
135,"('all-year', 'all-week', 'night')",R1,2020,heatpump,2025,A1,retrofit,residential,0.00000000000
136,"('all-year', 'all-week', 'night')",R1,2025,gasboiler,2025,A1,retrofit,residential,0.00000000000
137,"('all-year', 'all-week', 'night')",R1,2025,gasboiler,2025,A1,retrofit,residential,0.00000000000
138,"('all-year', 'all-week', 'morning')",R1,2020,gasboiler,2025,A1,retrofit,residential,0.00000000000
139,"('all-year', 'all-week', 'morning')",R1,2020,gasboiler,2025,A1,retrofit,residential,0.83834361063
140,"('all-year', 'all-week', 'morning')",R1,2020,heatpump,2025,A1,retrofit,residential,0.39797656159
141,"('all-year', 'all-week', 'morning')",R1,2020,heatpump,2025,A1,retrofit,residential,0.00000000000
142,"('all-year', 'all-week', 'morning')",R1,2025,gasboiler,2025,A1,retrofit,residential,0.00000000000
143,"('all-year', 'all-week', 'morning')",R1,2025,gasboiler,2025,A1,retrofit,residential,0.00000000000
144,"('all-year', 'all-week', 'afternoon')",R1,2020,gasboiler,2025,A1,retrofit,residential,0.00000000000
145,"('all-year', 'all-week', 'afternoon')",R1,2020,gasboiler,2025,A1,retrofit,residential,0.25365126199
146,"('all-year', 'all-week', 'afternoon')",R1,2020,heatpump,2025,A1,retrofit,residential,0.17251533091
147,"('all-year', 'all-week', 'afternoon')",R1,2020,heatpump,2025,A1,retrofit,residential,0.00000000000
148,"('all-year', 'all-week', 'afternoon')",R1,2025,gasboiler,2025,A1,retrofit,residential,0.00000000000
149,"('all-year', 'all-week', 'afternoon')",R1,2025,gasboiler,2025,A1,retrofit,residential,0.00000000000
150,"('all-year', 'all-week', 'early-peak')",R1,2020,gasboiler,2025,A1,retrofit,residential,0.00000000000
151,"('all-year', 'all-week', 'early-peak')",R1,2020,gasboiler,2025,A1,retrofit,residential,0.83834361063
152,"('all-year', 'all-week', 'early-peak')",R1,2020,heatpump,2025,A1,retrofit,residential,0.39797656159
153,"('all-year', 'all-week', 'early-peak')",R1,2020,heatpump,2025,A1,retrofit,residential,0.00000000000
154,"('all-year', 'all-week', 'early-peak')",R1,2025,gasboiler,2025,A1,retrofit,residential,0.00000000000
155,"('all-year', 'all-week', 'early-peak')",R1,2025,gasboiler,2025,A1,retrofit,residential,0.00000000000
156,"('all-year', 'all-week', 'late-peak')",R1,2020,gasboiler,2025,A1,retrofit,residential,0.00000000000
157,"('all-year', 'all-week', 'late-peak')",R1,2020,gasboiler,2025,A1,retrofit,residential,6.56491369619
158,"('all-year', 'all-week', 'late-peak')",R1,2020,heatpump,2025,A1,retrofit,residential,1.70971105083
159,"('all-year', 'all-week', 'late-peak')",R1,2020,heatpump,2025,A1,retrofit,residential,0.00000000000
160,"('all-year', 'all-week', 'late-peak')",R1,2025,gasboiler,2025,A1,retrofit,residential,0.00000000000
161,"('all-year', 'all-week', 'late-peak')",R1,2025,gasboiler,2025,A1,retrofit,residential,0.00000000000
162,"('all-year', 'all-week', 'evening')",R1,2020,gasboiler,2025,A1,retrofit,residential,0.00000000000
163,"('all-year', 'all-week', 'evening')",R1,2020,gasboiler,2025,A1,retrofit,residential,1.96617223425
164,"('all-year', 'all-week', 'evening')",R1,2020,heatpump,2025,A1,retrofit,residential,0.72496645089
165,"('all-year', 'all-week', 'evening')",R1,2020,heatpump,2025,A1,retrofit,residential,0.00000000000
166,"('all-year', 'all-week', 'evening')",R1,2025,gasboiler,2025,A1,retrofit,residential,0.00000000000
167,"('all-year', 'all-week', 'evening')",R1,2025,gasboiler,2025,A1,retrofit,residential,0.00000000000
168,"('all-year', 'all-week', 'night')",R1,2025,gasboiler,2025,A2,newcapa,residential,0.00000000000
169,"('all-year', 'all-week', 'night')",R1,2025,gasboiler,2025,A2,newcapa,residential,0.00000000000
170,"('all-year', 'all-week', 'morning')",R1,2025,gasboiler,2025,A2,newcapa,residential,0.00000000000
171,"('all-year', 'all-week', 'morning')",R1,2025,gasboiler,2025,A2,newcapa,residential,0.00000000000
172,"('all-year', 'all-week', 'afternoon')",R1,2025,gasboiler,2025,A2,newcapa,residential,0.00000000000
173,"('all-year', 'all-week', 'afternoon')",R1,2025,gasboiler,2025,A2,newcapa,residential,0.00000000000
174,"('all-year', 'all-week', 'early-peak')",R1,2025,gasboiler,2025,A2,newcapa,residential,0.00000000000
175,"('all-year', 'all-week', 'early-peak')",R1,2025,gasboiler,2025,A2,newcapa,residential,0.00000000000
176,"('all-year', 'all-week', 'late-peak')",R1,2025,gasboiler,2025,A2,newcapa,residential,0.00000000000
177,"('all-year', 'all-week', 'late-peak')",R1,2025,gasboiler,2025,A2,newcapa,residential,0.00000000000
178,"('all-year', 'all-week', 'evening')",R1,2025,gasboiler,2025,A2,newcapa,residential,0.00000000000
179,"('all-year', 'all-week', 'evening')",R1,2025,gasboiler,2025,A2,newcapa,residential,0.00000000000
180,"('all-year', 'all-week', 'night')",R1,2020,gasboiler,2025,A2,retrofit,residential,0.00000000000
181,"('all-year', 'all-week', 'night')",R1,2020,gasboiler,2025,A2,retrofit,residential,0.30991225620
182,"('all-year', 'all-week', 'night')",R1,2025,gasboiler,2025,A2,retrofit,residential,0.00000000000
183,"('all-year', 'all-week', 'night')",R1,2025,gasboiler,2025,A2,retrofit,residential,0.00000000000
184,"('all-year', 'all-week', 'morning')",R1,2020,gasboiler,2025,A2,retrofit,residential,0.00000000000
185,"('all-year', 'all-week', 'morning')",R1,2020,gasboiler,2025,A2,retrofit,residential,1.02429200546
186,"('all-year', 'all-week', 'morning')",R1,2025,gasboiler,2025,A2,retrofit,residential,0.00000000000
187,"('all-year', 'all-week', 'morning')",R1,2025,gasboiler,2025,A2,retrofit,residential,0.00000000000
188,"('all-year', 'all-week', 'afternoon')",R1,2020,gasboiler,2025,A2,retrofit,residential,0.00000000000
189,"('all-year', 'all-week', 'afternoon')",R1,2020,gasboiler,2025,A2,retrofit,residential,0.30991225620
190,"('all-year', 'all-week', 'afternoon')",R1,2025,gasboiler,2025,A2,retrofit,residential,0.00000000000
191,"('all-year', 'all-week', 'afternoon')",R1,2025,gasboiler,2025,A2,retrofit,residential,0.00000000000
192,"('all-year', 'all-week', 'early-peak')",R1,2020,gasboiler,2025,A2,retrofit,residential,0.00000000000
193,"('all-year', 'all-week', 'early-peak')",R1,2020,gasboiler,2025,A2,retrofit,residential,1.02429200546
194,"('all-year', 'all-week', 'early-peak')",R1,2025,gasboiler,2025,A2,retrofit,residential,0.00000000000
195,"('all-year', 'all-week', 'early-peak')",R1,2025,gasboiler,2025,A2,retrofit,residential,0.00000000000
196,"('all-year', 'all-week', 'late-peak')",R1,2020,gasboiler,2025,A2,retrofit,residential,0.00000000000
197,"('all-year', 'all-week', 'late-peak')",R1,2020,gasboiler,2025,A2,retrofit,residential,8.02104117016
198,"('all-year', 'all-week', 'late-peak')",R1,2025,gasboiler,2025,A2,retrofit,residential,0.00000000000
199,"('all-year', 'all-week', 'late-peak')",R1,2025,gasboiler,2025,A2,retrofit,residential,0.00000000000
200,"('all-year', 'all-week', 'evening')",R1,2020,gasboiler,2025,A2,retrofit,residential,0.00000000000
201,"('all-year', 'all-week', 'evening')",R1,2020,gasboiler,2025,A2,retrofit,residential,2.40227810576
202,"('all-year', 'all-week', 'evening')",R1,2025,gasboiler,2025,A2,retrofit,residential,0.00000000000
203,"('all-year', 'all-week', 'evening')",R1,2025,gasboiler,2025,A2,retrofit,residential,0.00000000000
204,"('all-year', 'all-week', 'night')",R1,2025,gasboiler,2025,A3,newcapa,residential,0.00000000000
205,"('all-year', 'all-week', 'night')",R1,2025,gasboiler,2025,A3,newcapa,residential,0.00000000000
206,"('all-year', 'all-week', 'morning')",R1,2025,gasboiler,2025,A3,newcapa,residential,0.00000000000
207,"('all-year', 'all-week', 'morning')",R1,2025,gasboiler,2025,A3,newcapa,residential,0.00000000000
208,"('all-year', 'all-week', 'afternoon')",R1,2025,gasboiler,2025,A3,newcapa,residential,0.00000000000
209,"('all-year', 'all-week', 'afternoon')",R1,2025,gasboiler,2025,A3,newcapa,residential,0.00000000000
210,"('all-year', 'all-week', 'early-peak')",R1,2025,gasboiler,2025,A3,newcapa,residential,0.00000000000
211,"('all-year', 'all-week', 'early-peak')",R1,2025,gasboiler,2025,A3,newcapa,residential,0.00000000000
212,"('all-year', 'all-week', 'late-peak')",R1,2025,gasboiler,2025,A3,newcapa,residential,0.00000000000
213,"('all-year', 'all-week', 'late-peak')",R1,2025,gasboiler,2025,A3,newcapa,residential,0.00000000000
214,"('all-year', 'all-week', 'evening')",R1,2025,gasboiler,2025,A3,newcapa,residential,0.00000000000
215,"('all-year', 'all-week', 'evening')",R1,2025,gasboiler,2025,A3,newcapa,residential,0.00000000000
216,"('all-year', 'all-week', 'night')",R1,2020,gasboiler,2025,A3,retrofit,residential,0.00000000000
217,"('all-year', 'all-week', 'night')",R1,2020,gasboiler,2025,A3,retrofit,residential,0.30991225620
218,"('all-year', 'all-week', 'night')",R1,2025,gasboiler,2025,A3,retrofit,residential,0.00000000000
219,"('all-year', 'all-week', 'night')",R1,2025,gasboiler,2025,A3,retrofit,residential,0.00000000000
220,"('all-year', 'all-week', 'morning')",R1,2020,gasboiler,2025,A3,retrofit,residential,0.00000000000
221,"('all-year', 'all-week', 'morning')",R1,2020,gasboiler,2025,A3,retrofit,residential,1.02429200546
222,"('all-year', 'all-week', 'morning')",R1,2025,gasboiler,2025,A3,retrofit,residential,0.00000000000
223,"('all-year', 'all-week', 'morning')",R1,2025,gasboiler,2025,A3,retrofit,residential,0.00000000000
224,"('all-year', 'all-week', 'afternoon')",R1,2020,gasboiler,2025,A3,retrofit,residential,0.00000000000
225,"('all-year', 'all-week', 'afternoon')",R1,2020,gasboiler,2025,A3,retrofit,residential,0.30991225620
226,"('all-year', 'all-week', 'afternoon')",R1,2025,gasboiler,2025,A3,retrofit,residential,0.00000000000
227,"('all-year', 'all-week', 'afternoon')",R1,2025,gasboiler,2025,A3,retrofit,residential,0.00000000000
228,"('all-year', 'all-week', 'early-peak')",R1,2020,gasboiler,2025,A3,retrofit,residential,0.00000000000
229,"('all-year', 'all-week', 'early-peak')",R1,2020,gasboiler,2025,A3,retrofit,residential,1.02429200546
230,"('all-year', 'all-week', 'early-peak')",R1,2025,gasboiler,2025,A3,retrofit,residential,0.00000000000
231,"('all-year', 'all-week', 'early-peak')",R1,2025,gasboiler,2025,A3,retrofit,residential,0.00000000000
232,"('all-year', 'all-week', 'late-peak')",R1,2020,gasboiler,2025,A3,retrofit,residential,0.00000000000
233,"('all-year', 'all-week', 'late-peak')",R1,2020,gasboiler,2025,A3,retrofit,residential,8.02104117016
234,"('all-year', 'all-week', 'late-peak')",R1,2025,gasboiler,2025,A3,retrofit,residential,0.00000000000
235,"('all-year', 'all-week', 'late-peak')",R1,2025,gasboiler,2025,A3,retrofit,residential,0.00000000000
236,"('all-year', 'all-week', 'evening')",R1,2020,gasboiler,2025,A3,retrofit,residential,0.00000000000
237,"('all-year', 'all-week', 'evening')",R1,2020,gasboiler,2025,A3,retrofit,residential,2.40227810576
238,"('all-year', 'all-week', 'evening')",R1,2025,gasboiler,2025,A3,retrofit,residential,0.00000000000
239,"('all-year', 'all-week', 'evening')",R1,2025,gasboiler,2025,A3,retrofit,residential,0.00000000000
240,"('all-year', 'all-week', 'night')",R1,2020,gasCCGT,2025,A1,newcapa,power,0.00000000000
241,"('all-year', 'all-week', 'night')",R1,2020,gasCCGT,2025,A1,newcapa,power,0.00000000000
242,"('all-year', 'all-week', 'night')",R1,2020,windturbine,2025,A1,newcapa,power,0.00000000000
243,"('all-year', 'all-week', 'night')",R1,2020,windturbine,2025,A1,newcapa,power,0.00000000000
244,"('all-year', 'all-week', 'morning')",R1,2020,gasCCGT,2025,A1,newcapa,power,0.00000000000
245,"('all-year', 'all-week', 'morning')",R1,2020,gasCCGT,2025,A1,newcapa,power,0.00000000000
246,"('all-year', 'all-week', 'morning')",R1,2020,windturbine,2025,A1,newcapa,power,0.00000000000
247,"('all-year', 'all-week', 'morning')",R1,2020,windturbine,2025,A1,newcapa,power,0.00000000000
248,"('all-year', 'all-week', 'afternoon')",R1,2020,gasCCGT,2025,A1,newcapa,power,0.00000000000
249,"('all-year', 'all-week', 'afternoon')",R1,2020,gasCCGT,2025,A1,newcapa,power,0.00000000000
250,"('all-year', 'all-week', 'afternoon')",R1,2020,windturbine,2025,A1,newcapa,power,0.00000000000
251,"('all-year', 'all-week', 'afternoon')",R1,2020,windturbine,2025,A1,newcapa,power,0.00000000000
252,"('all-year', 'all-week', 'early-peak')",R1,2020,gasCCGT,2025,A1,newcapa,power,0.00000000000
253,"('all-year', 'all-week', 'early-peak')",R1,2020,gasCCGT,2025,A1,newcapa,power,0.00000000000
254,"('all-year', 'all-week', 'early-peak')",R1,2020,windturbine,2025,A1,newcapa,power,0.00000000000
255,"('all-year', 'all-week', 'early-peak')",R1,2020,windturbine,2025,A1,newcapa,power,0.00000000000
256,"('all-year', 'all-week', 'late-peak')",R1,2020,gasCCGT,2025,A1,newcapa,power,0.00000000000
257,"('all-year', 'all-week', 'late-peak')",R1,2020,gasCCGT,2025,A1,newcapa,power,0.00000000000
258,"('all-year', 'all-week', 'late-peak')",R1,2020,windturbine,2025,A1,newcapa,power,0.00000000000
259,"('all-year', 'all-week', 'late-peak')",R1,2020,windturbine,2025,A1,newcapa,power,0.00000000000
