asset,year,technology,region,installed,capacity
0,2045,gasCCGT,R1,2025,4.00000000000
0,2049,gasCCGT,R1,2025,4.00000000000
0,2050,gasCCGT,R1,2025,4.00000000000
0,2054,gasCCGT,R1,2025,4.00000000000
0,2055,gasCCGT,R1,2025,4.00000000000
0,2059,gasCCGT,R1,2025,4.00000000000
0,2060,gasCCGT,R1,2025,4.00000000000
0,2064,gasCCGT,R1,2025,4.00000000000
1,2045,gasCCGT,R2,2025,4.00000000000
1,2049,gasCCGT,R2,2025,4.00000000000
1,2050,gasCCGT,R2,2025,4.00000000000
1,2054,gasCCGT,R2,2025,4.00000000000
1,2055,gasCCGT,R2,2025,4.00000000000
1,2059,gasCCGT,R2,2025,4.00000000000
1,2060,gasCCGT,R2,2025,4.00000000000
1,2064,gasCCGT,R2,2025,4.00000000000
2,2045,solarPV,R1,2020,13.46730000000
2,2049,solarPV,R1,2020,13.46730000000
3,2045,solarPV,R1,2025,10.39350000000
3,2049,solarPV,R1,2025,10.39350000000
3,2050,solarPV,R1,2025,10.39350000000
3,2054,solarPV,R1,2025,10.39350000000
4,2045,solarPV,R1,2030,11.42930000000
4,2049,solarPV,R1,2030,11.42930000000
4,2050,solarPV,R1,2030,11.42930000000
4,2054,solarPV,R1,2030,11.42930000000
4,2055,solarPV,R1,2030,11.42930000000
4,2059,solarPV,R1,2030,11.42930000000
5,2045,solarPV,R1,2035,15.71520000000
5,2049,solarPV,R1,2035,15.71520000000
5,2050,solarPV,R1,2035,15.71520000000
5,2054,solarPV,R1,2035,15.71520000000
5,2055,solarPV,R1,2035,15.71520000000
5,2059,solarPV,R1,2035,15.71520000000
5,2060,solarPV,R1,2035,15.71520000000
5,2064,solarPV,R1,2035,15.71520000000
6,2045,solarPV,R1,2040,8.99470000000
6,2049,solarPV,R1,2040,8.99470000000
6,2050,solarPV,R1,2040,8.99470000000
6,2054,solarPV,R1,2040,8.99470000000
6,2055,solarPV,R1,2040,8.99470000000
6,2059,solarPV,R1,2040,8.99470000000
6,2060,solarPV,R1,2040,8.99470000000
6,2064,solarPV,R1,2040,8.99470000000
6,2065,solarPV,R1,2040,8.99470000000
6,2069,solarPV,R1,2040,8.99470000000
7,2050,solarPV,R1,2045,24.89670000000
7,2054,solarPV,R1,2045,24.89670000000
7,2055,solarPV,R1,2045,24.89670000000
7,2059,solarPV,R1,2045,24.89670000000
7,2060,solarPV,R1,2045,24.89670000000
7,2064,solarPV,R1,2045,24.89670000000
7,2065,solarPV,R1,2045,24.89670000000
7,2069,solarPV,R1,2045,24.89670000000
7,2070,solarPV,R1,2045,24.89670000000
7,2074,solarPV,R1,2045,24.89670000000
8,2045,solarPV,R2,2020,13.46730000000
8,2049,solarPV,R2,2020,13.46730000000
9,2045,solarPV,R2,2025,10.39350000000
9,2049,solarPV,R2,2025,10.39350000000
9,2050,solarPV,R2,2025,10.39350000000
9,2054,solarPV,R2,2025,10.39350000000
10,2045,solarPV,R2,2030,11.42930000000
10,2049,solarPV,R2,2030,11.42930000000
10,2050,solarPV,R2,2030,11.42930000000
10,2054,solarPV,R2,2030,11.42930000000
10,2055,solarPV,R2,2030,11.42930000000
10,2059,solarPV,R2,2030,11.42930000000
11,2045,solarPV,R2,2035,15.71520000000
11,2049,solarPV,R2,2035,15.71520000000
11,2050,solarPV,R2,2035,15.71520000000
11,2054,solarPV,R2,2035,15.71520000000
11,2055,solarPV,R2,2035,15.71520000000
11,2059,solarPV,R2,2035,15.71520000000
11,2060,solarPV,R2,2035,15.71520000000
11,2064,solarPV,R2,2035,15.71520000000
12,2045,solarPV,R2,2040,8.99470000000
12,2049,solarPV,R2,2040,8.99470000000
12,2050,solarPV,R2,2040,8.99470000000
12,2054,solarPV,R2,2040,8.99470000000
12,2055,solarPV,R2,2040,8.99470000000
12,2059,solarPV,R2,2040,8.99470000000
12,2060,solarPV,R2,2040,8.99470000000
12,2064,solarPV,R2,2040,8.99470000000
12,2065,solarPV,R2,2040,8.99470000000
12,2069,solarPV,R2,2040,8.99470000000
13,2050,solarPV,R2,2045,24.89670000000
13,2054,solarPV,R2,2045,24.89670000000
13,2055,solarPV,R2,2045,24.89670000000
13,2059,solarPV,R2,2045,24.89670000000
13,2060,solarPV,R2,2045,24.89670000000
13,2064,solarPV,R2,2045,24.89670000000
13,2065,solarPV,R2,2045,24.89670000000
13,2069,solarPV,R2,2045,24.89670000000
13,2070,solarPV,R2,2045,24.89670000000
13,2074,solarPV,R2,2045,24.89670000000
14,2045,windturbine,R1,2020,20.00000000000
14,2049,windturbine,R1,2020,20.00000000000
15,2045,windturbine,R1,2040,2.43470000000
15,2049,windturbine,R1,2040,2.43470000000
15,2050,windturbine,R1,2040,2.43470000000
15,2054,windturbine,R1,2040,2.43470000000
15,2055,windturbine,R1,2040,2.43470000000
15,2059,windturbine,R1,2040,2.43470000000
15,2060,windturbine,R1,2040,2.43470000000
15,2064,windturbine,R1,2040,2.43470000000
15,2065,windturbine,R1,2040,2.43470000000
15,2069,windturbine,R1,2040,2.43470000000
16,2050,windturbine,R1,2045,20.00000000000
16,2054,windturbine,R1,2045,20.00000000000
16,2055,windturbine,R1,2045,20.00000000000
16,2059,windturbine,R1,2045,20.00000000000
16,2060,windturbine,R1,2045,20.00000000000
16,2064,windturbine,R1,2045,20.00000000000
16,2065,windturbine,R1,2045,20.00000000000
16,2069,windturbine,R1,2045,20.00000000000
16,2070,windturbine,R1,2045,20.00000000000
16,2074,windturbine,R1,2045,20.00000000000
17,2045,windturbine,R2,2020,20.00000000000
17,2049,windturbine,R2,2020,20.00000000000
