month,day,hour,technology,installed,supply
all-year,all-week,night,heatpump,2026,0.08510000000
all-year,all-week,night,heatpump,2028,0.10640000000
all-year,all-week,night,heatpump,2030,0.27660000000
all-year,all-week,night,heatpump,2032,0.12760000000
all-year,all-week,night,heatpump,2034,0.12760000000
all-year,all-week,night,heatpump,2026,0.08510000000
all-year,all-week,night,heatpump,2028,0.10640000000
all-year,all-week,night,heatpump,2030,0.27660000000
all-year,all-week,night,heatpump,2032,0.12760000000
all-year,all-week,night,heatpump,2034,0.12760000000
all-year,all-week,night,heatpump,2028,0.10690000000
all-year,all-week,night,heatpump,2030,0.27810000000
all-year,all-week,night,heatpump,2032,0.12830000000
all-year,all-week,night,heatpump,2034,0.12830000000
all-year,all-week,night,heatpump,2036,0.12830000000
all-year,all-week,night,heatpump,2028,0.10690000000
all-year,all-week,night,heatpump,2030,0.27810000000
all-year,all-week,night,heatpump,2032,0.12830000000
all-year,all-week,night,heatpump,2034,0.12830000000
all-year,all-week,night,heatpump,2036,0.12830000000
all-year,all-week,night,heatpump,2026,0.08510000000
all-year,all-week,night,heatpump,2028,0.10640000000
all-year,all-week,night,heatpump,2030,0.27660000000
all-year,all-week,night,heatpump,2032,0.12760000000
all-year,all-week,night,heatpump,2034,0.12760000000
all-year,all-week,night,heatpump,2026,0.08510000000
all-year,all-week,night,heatpump,2028,0.10640000000
all-year,all-week,night,heatpump,2030,0.27660000000
all-year,all-week,night,heatpump,2032,0.12760000000
all-year,all-week,night,heatpump,2034,0.12760000000
all-year,all-week,night,heatpump,2028,0.10690000000
all-year,all-week,night,heatpump,2030,0.27810000000
all-year,all-week,night,heatpump,2032,0.12830000000
all-year,all-week,night,heatpump,2034,0.12830000000
all-year,all-week,night,heatpump,2036,0.12830000000
all-year,all-week,night,heatpump,2028,0.10690000000
all-year,all-week,night,heatpump,2030,0.27810000000
all-year,all-week,night,heatpump,2032,0.12830000000
all-year,all-week,night,heatpump,2034,0.12830000000
all-year,all-week,night,heatpump,2036,0.12830000000
all-year,all-week,morning,heatpump,2026,0.12160000000
all-year,all-week,morning,heatpump,2028,0.15200000000
all-year,all-week,morning,heatpump,2030,0.39510000000
all-year,all-week,morning,heatpump,2032,0.18240000000
all-year,all-week,morning,heatpump,2034,0.18240000000
all-year,all-week,morning,heatpump,2026,0.12160000000
all-year,all-week,morning,heatpump,2028,0.15200000000
all-year,all-week,morning,heatpump,2030,0.39510000000
all-year,all-week,morning,heatpump,2032,0.18240000000
all-year,all-week,morning,heatpump,2034,0.18240000000
all-year,all-week,morning,heatpump,2028,0.15280000000
all-year,all-week,morning,heatpump,2030,0.39720000000
all-year,all-week,morning,heatpump,2032,0.18330000000
all-year,all-week,morning,heatpump,2034,0.18330000000
all-year,all-week,morning,heatpump,2036,0.18330000000
all-year,all-week,morning,heatpump,2028,0.15280000000
all-year,all-week,morning,heatpump,2030,0.39720000000
all-year,all-week,morning,heatpump,2032,0.18330000000
all-year,all-week,morning,heatpump,2034,0.18330000000
all-year,all-week,morning,heatpump,2036,0.18330000000
all-year,all-week,morning,heatpump,2026,0.12160000000
all-year,all-week,morning,heatpump,2028,0.15200000000
