timeslice,commodity,region,year,asset,month,day,hour,technology,installed,supply
0,heat,R1,2030,1,all-year,all-week,night,heatpump,2020,0.22920000000
0,heat,R1,2030,2,all-year,all-week,night,heatpump,2022,0.08330000000
0,heat,R1,2030,3,all-year,all-week,night,heatpump,2024,0.08330000000
0,heat,R1,2030,4,all-year,all-week,night,heatpump,2026,0.08330000000
0,heat,R1,2030,5,all-year,all-week,night,heatpump,2028,0.10420000000
0,heat,R1,2030,8,all-year,all-week,night,heatpump,2020,0.22920000000
0,heat,R1,2030,9,all-year,all-week,night,heatpump,2022,0.08330000000
0,heat,R1,2030,10,all-year,all-week,night,heatpump,2024,0.08330000000
0,heat,R1,2030,11,all-year,all-week,night,heatpump,2026,0.08330000000
0,heat,R1,2030,12,all-year,all-week,night,heatpump,2028,0.10420000000
0,heat,R1,2032,2,all-year,all-week,night,heatpump,2022,0.08400000000
0,heat,R1,2032,3,all-year,all-week,night,heatpump,2024,0.08400000000
0,heat,R1,2032,4,all-year,all-week,night,heatpump,2026,0.08400000000
0,heat,R1,2032,5,all-year,all-week,night,heatpump,2028,0.10500000000
0,heat,R1,2032,6,all-year,all-week,night,heatpump,2030,0.27300000000
0,heat,R1,2032,9,all-year,all-week,night,heatpump,2022,0.08400000000
0,heat,R1,2032,10,all-year,all-week,night,heatpump,2024,0.08400000000
0,heat,R1,2032,11,all-year,all-week,night,heatpump,2026,0.08400000000
0,heat,R1,2032,12,all-year,all-week,night,heatpump,2028,0.10500000000
0,heat,R1,2032,13,all-year,all-week,night,heatpump,2030,0.27300000000
0,heat,R2,2030,1,all-year,all-week,night,heatpump,2020,0.22920000000
0,heat,R2,2030,2,all-year,all-week,night,heatpump,2022,0.08330000000
0,heat,R2,2030,3,all-year,all-week,night,heatpump,2024,0.08330000000
0,heat,R2,2030,4,all-year,all-week,night,heatpump,2026,0.08330000000
0,heat,R2,2030,5,all-year,all-week,night,heatpump,2028,0.10420000000
0,heat,R2,2030,8,all-year,all-week,night,heatpump,2020,0.22920000000
0,heat,R2,2030,9,all-year,all-week,night,heatpump,2022,0.08330000000
0,heat,R2,2030,10,all-year,all-week,night,heatpump,2024,0.08330000000
0,heat,R2,2030,11,all-year,all-week,night,heatpump,2026,0.08330000000
0,heat,R2,2030,12,all-year,all-week,night,heatpump,2028,0.10420000000
0,heat,R2,2032,2,all-year,all-week,night,heatpump,2022,0.08400000000
0,heat,R2,2032,3,all-year,all-week,night,heatpump,2024,0.08400000000
0,heat,R2,2032,4,all-year,all-week,night,heatpump,2026,0.08400000000
0,heat,R2,2032,5,all-year,all-week,night,heatpump,2028,0.10500000000
0,heat,R2,2032,6,all-year,all-week,night,heatpump,2030,0.27300000000
0,heat,R2,2032,9,all-year,all-week,night,heatpump,2022,0.08400000000
0,heat,R2,2032,10,all-year,all-week,night,heatpump,2024,0.08400000000
