,timeslice,commodity,region,installed,technology,year,agent,category,sector,consumption
25,"('all-year', 'all-week', 'night')",electricity,R1,2020.00000000000,heatpump,2025.00000000000,A2,retrofit,residential,0.05020000000
26,"('all-year', 'all-week', 'morning')",gas,R1,2020.00000000000,gasboiler,2025.00000000000,A2,retrofit,residential,0.34713000000
27,"('all-year', 'all-week', 'morning')",electricity,R1,2020.00000000000,heatpump,2025.00000000000,A2,retrofit,residential,0.07530000000
28,"('all-year', 'all-week', 'afternoon')",gas,R1,2020.00000000000,gasboiler,2025.00000000000,A2,retrofit,residential,0.23142000000
29,"('all-year', 'all-week', 'afternoon')",electricity,R1,2020.00000000000,heatpump,2025.00000000000,A2,retrofit,residential,0.05020000000
30,"('all-year', 'all-week', 'early-peak')",gas,R1,2020.00000000000,gasboiler,2025.00000000000,A2,retrofit,residential,0.34713000000
31,"('all-year', 'all-week', 'early-peak')",electricity,R1,2020.00000000000,heatpump,2025.00000000000,A2,retrofit,residential,0.07530000000
32,"('all-year', 'all-week', 'late-peak')",gas,R1,2020.00000000000,gasboiler,2025.00000000000,A2,retrofit,residential,0.69426000000
33,"('all-year', 'all-week', 'late-peak')",electricity,R1,2020.00000000000,heatpump,2025.00000000000,A2,retrofit,residential,0.15060000000
34,"('all-year', 'all-week', 'evening')",gas,R1,2020.00000000000,gasboiler,2025.00000000000,A2,retrofit,residential,0.46284000000
35,"('all-year', 'all-week', 'evening')",electricity,R1,2020.00000000000,heatpump,2025.00000000000,A2,retrofit,residential,0.10040000000
36,"('all-year', 'all-week', 'night')",gas,R1,2020.00000000000,gasCCGT,2025.00000000000,A1,retrofit,power,0.27944666667
37,"('all-year', 'all-week', 'morning')",gas,R1,2020.00000000000,gasCCGT,2025.00000000000,A1,retrofit,power,0.41917000000
38,"('all-year', 'all-week', 'afternoon')",gas,R1,2020.00000000000,gasCCGT,2025.00000000000,A1,retrofit,power,0.27944666667
39,"('all-year', 'all-week', 'early-peak')",gas,R1,2020.00000000000,gasCCGT,2025.00000000000,A1,retrofit,power,0.41917000000
40,"('all-year', 'all-week', 'late-peak')",gas,R1,2020.00000000000,gasCCGT,2025.00000000000,A1,retrofit,power,0.83834000000
41,"('all-year', 'all-week', 'evening')",gas,R1,2020.00000000000,gasCCGT,2025.00000000000,A1,retrofit,power,0.55889333333
42,"('all-year', 'all-week', 'night')",gas,R1,2020.00000000000,gasboiler,2030.00000000000,A1,retrofit,residential,0.00000000771
43,"('all-year', 'all-week', 'night')",electricity,R1,2020.00000000000,heatpump,2030.00000000000,A1,retrofit,residential,0.11713333333
44,"('all-year', 'all-week', 'night')",gas,R1,2025.00000000000,gasboiler,2030.00000000000,A1,retrofit,residential,0.20029332562
45,"('all-year', 'all-week', 'night')",electricity,R1,2025.00000000000,heatpump,2030.00000000000,A1,retrofit,residential,0.14046666667
46,"('all-year', 'all-week', 'morning')",gas,R1,2020.00000000000,gasboiler,2030.00000000000,A1,retrofit,residential,0.00000001157
47,"('all-year', 'all-week', 'morning')",electricity,R1,2020.00000000000,heatpump,2030.00000000000,A1,retrofit,residential,0.17570000000
48,"('all-year', 'all-week', 'morning')",gas,R1,2025.00000000000,gasboiler,2030.00000000000,A1,retrofit,residential,0.30043998843
49,"('all-year', 'all-week', 'morning')",electricity,R1,2025.00000000000,heatpump,2030.00000000000,A1,retrofit,residential,0.21070000000
50,"('all-year', 'all-week', 'afternoon')",gas,R1,2020.00000000000,gasboiler,2030.00000000000,A1,retrofit,residential,0.00000000771
51,"('all-year', 'all-week', 'afternoon')",electricity,R1,2020.00000000000,heatpump,2030.00000000000,A1,retrofit,residential,0.11713333333
52,"('all-year', 'all-week', 'afternoon')",gas,R1,2025.00000000000,gasboiler,2030.00000000000,A1,retrofit,residential,0.20029332562
53,"('all-year', 'all-week', 'afternoon')",electricity,R1,2025.00000000000,heatpump,2030.00000000000,A1,retrofit,residential,0.14046666667
54,"('all-year', 'all-week', 'early-peak')",gas,R1,2020.00000000000,gasboiler,2030.00000000000,A1,retrofit,residential,0.00000001157
55,"('all-year', 'all-week', 'early-peak')",electricity,R1,2020.00000000000,heatpump,2030.00000000000,A1,retrofit,residential,0.17570000000
56,"('all-year', 'all-week', 'early-peak')",gas,R1,2025.00000000000,gasboiler,2030.00000000000,A1,retrofit,residential,0.30043998843
57,"('all-year', 'all-week', 'early-peak')",electricity,R1,2025.00000000000,heatpump,2030.00000000000,A1,retrofit,residential,0.21070000000
58,"('all-year', 'all-week', 'late-peak')",gas,R1,2020.00000000000,gasboiler,2030.00000000000,A1,retrofit,residential,0.00000002314
59,"('all-year', 'all-week', 'late-peak')",electricity,R1,2020.00000000000,heatpump,2030.00000000000,A1,retrofit,residential,0.35140000000
60,"('all-year', 'all-week', 'late-peak')",gas,R1,2025.00000000000,gasboiler,2030.00000000000,A1,retrofit,residential,0.60087997686
61,"('all-year', 'all-week', 'late-peak')",electricity,R1,2025.00000000000,heatpump,2030.00000000000,A1,retrofit,residential,0.42140000000
62,"('all-year', 'all-week', 'evening')",gas,R1,2020.00000000000,gasboiler,2030.00000000000,A1,retrofit,residential,0.00000001543
63,"('all-year', 'all-week', 'evening')",electricity,R1,2020.00000000000,heatpump,2030.00000000000,A1,retrofit,residential,0.23426666667
64,"('all-year', 'all-week', 'evening')",gas,R1,2025.00000000000,gasboiler,2030.00000000000,A1,retrofit,residential,0.40058665124
65,"('all-year', 'all-week', 'evening')",electricity,R1,2025.00000000000,heatpump,2030.00000000000,A1,retrofit,residential,0.28093333333
66,"('all-year', 'all-week', 'night')",gas,R1,2020.00000000000,gasboiler,2030.00000000000,A2,retrofit,residential,0.00000000331
67,"('all-year', 'all-week', 'night')",electricity,R1,2020.00000000000,heatpump,2030.00000000000,A2,retrofit,residential,0.05020000000
68,"('all-year', 'all-week', 'night')",gas,R1,2025.00000000000,gasboiler,2030.00000000000,A2,retrofit,residential,0.08583999669
69,"('all-year', 'all-week', 'night')",electricity,R1,2025.00000000000,heatpump,2030.00000000000,A2,retrofit,residential,0.06020000000
70,"('all-year', 'all-week', 'morning')",gas,R1,2020.00000000000,gasboiler,2030.00000000000,A2,retrofit,residential,0.00000000496
71,"('all-year', 'all-week', 'morning')",electricity,R1,2020.00000000000,heatpump,2030.00000000000,A2,retrofit,residential,0.07530000000
72,"('all-year', 'all-week', 'morning')",gas,R1,2025.00000000000,gasboiler,2030.00000000000,A2,retrofit,residential,0.12875999504
73,"('all-year', 'all-week', 'morning')",electricity,R1,2025.00000000000,heatpump,2030.00000000000,A2,retrofit,residential,0.09030000000
74,"('all-year', 'all-week', 'afternoon')",gas,R1,2020.00000000000,gasboiler,2030.00000000000,A2,retrofit,residential,0.00000000331
75,"('all-year', 'all-week', 'afternoon')",electricity,R1,2020.00000000000,heatpump,2030.00000000000,A2,retrofit,residential,0.05020000000
76,"('all-year', 'all-week', 'afternoon')",gas,R1,2025.00000000000,gasboiler,2030.00000000000,A2,retrofit,residential,0.08583999669
77,"('all-year', 'all-week', 'afternoon')",electricity,R1,2025.00000000000,heatpump,2030.00000000000,A2,retrofit,residential,0.06020000000
78,"('all-year', 'all-week', 'early-peak')",gas,R1,2020.00000000000,gasboiler,2030.00000000000,A2,retrofit,residential,0.00000000496
79,"('all-year', 'all-week', 'early-peak')",electricity,R1,2020.00000000000,heatpump,2030.00000000000,A2,retrofit,residential,0.07530000000
80,"('all-year', 'all-week', 'early-peak')",gas,R1,2025.00000000000,gasboiler,2030.00000000000,A2,retrofit,residential,0.12875999504
81,"('all-year', 'all-week', 'early-peak')",electricity,R1,2025.00000000000,heatpump,2030.00000000000,A2,retrofit,residential,0.09030000000
82,"('all-year', 'all-week', 'late-peak')",gas,R1,2020.00000000000,gasboiler,2030.00000000000,A2,retrofit,residential,0.00000000992
83,"('all-year', 'all-week', 'late-peak')",electricity,R1,2020.00000000000,heatpump,2030.00000000000,A2,retrofit,residential,0.15060000000
84,"('all-year', 'all-week', 'late-peak')",gas,R1,2025.00000000000,gasboiler,2030.00000000000,A2,retrofit,residential,0.25751999008
85,"('all-year', 'all-week', 'late-peak')",electricity,R1,2025.00000000000,heatpump,2030.00000000000,A2,retrofit,residential,0.18060000000
86,"('all-year', 'all-week', 'evening')",gas,R1,2020.00000000000,gasboiler,2030.00000000000,A2,retrofit,residential,0.00000000661
87,"('all-year', 'all-week', 'evening')",electricity,R1,2020.00000000000,heatpump,2030.00000000000,A2,retrofit,residential,0.10040000000
88,"('all-year', 'all-week', 'evening')",gas,R1,2025.00000000000,gasboiler,2030.00000000000,A2,retrofit,residential,0.17167999339
89,"('all-year', 'all-week', 'evening')",electricity,R1,2025.00000000000,heatpump,2030.00000000000,A2,retrofit,residential,0.12040000000
90,"('all-year', 'all-week', 'night')",gas,R1,2020.00000000000,gasCCGT,2030.00000000000,A1,retrofit,power,0.20429668170
91,"('all-year', 'all-week', 'night')",gas,R1,2025.00000000000,gasCCGT,2030.00000000000,A1,retrofit,power,0.41026331830
92,"('all-year', 'all-week', 'morning')",gas,R1,2020.00000000000,gasCCGT,2030.00000000000,A1,retrofit,power,0.30644502255
93,"('all-year', 'all-week', 'morning')",gas,R1,2025.00000000000,gasCCGT,2030.00000000000,A1,retrofit,power,0.61539497746
94,"('all-year', 'all-week', 'afternoon')",gas,R1,2020.00000000000,gasCCGT,2030.00000000000,A1,retrofit,power,0.20429668170
95,"('all-year', 'all-week', 'afternoon')",gas,R1,2025.00000000000,gasCCGT,2030.00000000000,A1,retrofit,power,0.41026331830
96,"('all-year', 'all-week', 'early-peak')",gas,R1,2020.00000000000,gasCCGT,2030.00000000000,A1,retrofit,power,0.30644502255
97,"('all-year', 'all-week', 'early-peak')",gas,R1,2025.00000000000,gasCCGT,2030.00000000000,A1,retrofit,power,0.61539497746
98,"('all-year', 'all-week', 'late-peak')",gas,R1,2020.00000000000,gasCCGT,2030.00000000000,A1,retrofit,power,0.61289004509
99,"('all-year', 'all-week', 'late-peak')",gas,R1,2025.00000000000,gasCCGT,2030.00000000000,A1,retrofit,power,1.23078995491
100,"('all-year', 'all-week', 'evening')",gas,R1,2020.00000000000,gasCCGT,2030.00000000000,A1,retrofit,power,0.40859336339
101,"('all-year', 'all-week', 'evening')",gas,R1,2025.00000000000,gasCCGT,2030.00000000000,A1,retrofit,power,0.82052663661
102,"('all-year', 'all-week', 'night')",gas,R1,2020.00000000000,gasboiler,2035.00000000000,A1,retrofit,residential,0.00000000771
103,"('all-year', 'all-week', 'night')",gas,R1,2025.00000000000,gasboiler,2035.00000000000,A1,retrofit,residential,0.20029332562
104,"('all-year', 'all-week', 'night')",electricity,R1,2025.00000000000,heatpump,2035.00000000000,A1,retrofit,residential,0.14046666667
105,"('all-year', 'all-week', 'night')",electricity,R1,2030.00000000000,heatpump,2035.00000000000,A1,retrofit,residential,0.14046666667
106,"('all-year', 'all-week', 'morning')",gas,R1,2020.00000000000,gasboiler,2035.00000000000,A1,retrofit,residential,0.00000001157
107,"('all-year', 'all-week', 'morning')",gas,R1,2025.00000000000,gasboiler,2035.00000000000,A1,retrofit,residential,0.30043998843
108,"('all-year', 'all-week', 'morning')",electricity,R1,2025.00000000000,heatpump,2035.00000000000,A1,retrofit,residential,0.21070000000
109,"('all-year', 'all-week', 'morning')",electricity,R1,2030.00000000000,heatpump,2035.00000000000,A1,retrofit,residential,0.21070000000
110,"('all-year', 'all-week', 'afternoon')",gas,R1,2020.00000000000,gasboiler,2035.00000000000,A1,retrofit,residential,0.00000000771
111,"('all-year', 'all-week', 'afternoon')",gas,R1,2025.00000000000,gasboiler,2035.00000000000,A1,retrofit,residential,0.20029332562
112,"('all-year', 'all-week', 'afternoon')",electricity,R1,2025.00000000000,heatpump,2035.00000000000,A1,retrofit,residential,0.14046666667
113,"('all-year', 'all-week', 'afternoon')",electricity,R1,2030.00000000000,heatpump,2035.00000000000,A1,retrofit,residential,0.14046666667
114,"('all-year', 'all-week', 'early-peak')",gas,R1,2020.00000000000,gasboiler,2035.00000000000,A1,retrofit,residential,0.00000001157
115,"('all-year', 'all-week', 'early-peak')",gas,R1,2025.00000000000,gasboiler,2035.00000000000,A1,retrofit,residential,0.30043998843
116,"('all-year', 'all-week', 'early-peak')",electricity,R1,2025.00000000000,heatpump,2035.00000000000,A1,retrofit,residential,0.21070000000
117,"('all-year', 'all-week', 'early-peak')",electricity,R1,2030.00000000000,heatpump,2035.00000000000,A1,retrofit,residential,0.21070000000
118,"('all-year', 'all-week', 'late-peak')",gas,R1,2020.00000000000,gasboiler,2035.00000000000,A1,retrofit,residential,0.00000002314
119,"('all-year', 'all-week', 'late-peak')",gas,R1,2025.00000000000,gasboiler,2035.00000000000,A1,retrofit,residential,0.60087997686
120,"('all-year', 'all-week', 'late-peak')",electricity,R1,2025.00000000000,heatpump,2035.00000000000,A1,retrofit,residential,0.42140000000
121,"('all-year', 'all-week', 'late-peak')",electricity,R1,2030.00000000000,heatpump,2035.00000000000,A1,retrofit,residential,0.42140000000
122,"('all-year', 'all-week', 'evening')",gas,R1,2020.00000000000,gasboiler,2035.00000000000,A1,retrofit,residential,0.00000001543
123,"('all-year', 'all-week', 'evening')",gas,R1,2025.00000000000,gasboiler,2035.00000000000,A1,retrofit,residential,0.40058665124
124,"('all-year', 'all-week', 'evening')",electricity,R1,2025.00000000000,heatpump,2035.00000000000,A1,retrofit,residential,0.28093333333
125,"('all-year', 'all-week', 'evening')",electricity,R1,2030.00000000000,heatpump,2035.00000000000,A1,retrofit,residential,0.28093333333
126,"('all-year', 'all-week', 'night')",gas,R1,2020.00000000000,gasboiler,2035.00000000000,A2,retrofit,residential,0.00000000331
127,"('all-year', 'all-week', 'night')",gas,R1,2025.00000000000,gasboiler,2035.00000000000,A2,retrofit,residential,0.08583999669
128,"('all-year', 'all-week', 'night')",electricity,R1,2025.00000000000,heatpump,2035.00000000000,A2,retrofit,residential,0.06020000000
129,"('all-year', 'all-week', 'night')",electricity,R1,2030.00000000000,heatpump,2035.00000000000,A2,retrofit,residential,0.06020000000
130,"('all-year', 'all-week', 'morning')",gas,R1,2020.00000000000,gasboiler,2035.00000000000,A2,retrofit,residential,0.00000000496
131,"('all-year', 'all-week', 'morning')",gas,R1,2025.00000000000,gasboiler,2035.00000000000,A2,retrofit,residential,0.12875999504
132,"('all-year', 'all-week', 'morning')",electricity,R1,2025.00000000000,heatpump,2035.00000000000,A2,retrofit,residential,0.09030000000
133,"('all-year', 'all-week', 'morning')",electricity,R1,2030.00000000000,heatpump,2035.00000000000,A2,retrofit,residential,0.09030000000
134,"('all-year', 'all-week', 'afternoon')",gas,R1,2020.00000000000,gasboiler,2035.00000000000,A2,retrofit,residential,0.00000000331
135,"('all-year', 'all-week', 'afternoon')",gas,R1,2025.00000000000,gasboiler,2035.00000000000,A2,retrofit,residential,0.08583999669
136,"('all-year', 'all-week', 'afternoon')",electricity,R1,2025.00000000000,heatpump,2035.00000000000,A2,retrofit,residential,0.06020000000
137,"('all-year', 'all-week', 'afternoon')",electricity,R1,2030.00000000000,heatpump,2035.00000000000,A2,retrofit,residential,0.06020000000
138,"('all-year', 'all-week', 'early-peak')",gas,R1,2020.00000000000,gasboiler,2035.00000000000,A2,retrofit,residential,0.00000000496
139,"('all-year', 'all-week', 'early-peak')",gas,R1,2025.00000000000,gasboiler,2035.00000000000,A2,retrofit,residential,0.12875999504
140,"('all-year', 'all-week', 'early-peak')",electricity,R1,2025.00000000000,heatpump,2035.00000000000,A2,retrofit,residential,0.09030000000
141,"('all-year', 'all-week', 'early-peak')",electricity,R1,2030.00000000000,heatpump,2035.00000000000,A2,retrofit,residential,0.09030000000
142,"('all-year', 'all-week', 'late-peak')",gas,R1,2020.00000000000,gasboiler,2035.00000000000,A2,retrofit,residential,0.00000000992
143,"('all-year', 'all-week', 'late-peak')",gas,R1,2025.00000000000,gasboiler,2035.00000000000,A2,retrofit,residential,0.25751999008
144,"('all-year', 'all-week', 'late-peak')",electricity,R1,2025.00000000000,heatpump,2035.00000000000,A2,retrofit,residential,0.18060000000
145,"('all-year', 'all-week', 'late-peak')",electricity,R1,2030.00000000000,heatpump,2035.00000000000,A2,retrofit,residential,0.18060000000
146,"('all-year', 'all-week', 'evening')",gas,R1,2020.00000000000,gasboiler,2035.00000000000,A2,retrofit,residential,0.00000000661
147,"('all-year', 'all-week', 'evening')",gas,R1,2025.00000000000,gasboiler,2035.00000000000,A2,retrofit,residential,0.17167999339
148,"('all-year', 'all-week', 'evening')",electricity,R1,2025.00000000000,heatpump,2035.00000000000,A2,retrofit,residential,0.12040000000
149,"('all-year', 'all-week', 'evening')",electricity,R1,2030.00000000000,heatpump,2035.00000000000,A2,retrofit,residential,0.12040000000
150,"('all-year', 'all-week', 'night')",gas,R1,2020.00000000000,gasCCGT,2035.00000000000,A1,retrofit,power,0.20429668170
151,"('all-year', 'all-week', 'night')",gas,R1,2025.00000000000,gasCCGT,2035.00000000000,A1,retrofit,power,0.41026331830
152,"('all-year', 'all-week', 'night')",gas,R1,2030.00000000000,gasCCGT,2035.00000000000,A1,retrofit,power,0.05566666667
153,"('all-year', 'all-week', 'morning')",gas,R1,2020.00000000000,gasCCGT,2035.00000000000,A1,retrofit,power,0.30644502255
154,"('all-year', 'all-week', 'morning')",gas,R1,2025.00000000000,gasCCGT,2035.00000000000,A1,retrofit,power,0.61539497746
155,"('all-year', 'all-week', 'morning')",gas,R1,2030.00000000000,gasCCGT,2035.00000000000,A1,retrofit,power,0.08350000000
156,"('all-year', 'all-week', 'afternoon')",gas,R1,2020.00000000000,gasCCGT,2035.00000000000,A1,retrofit,power,0.20429668170
157,"('all-year', 'all-week', 'afternoon')",gas,R1,2025.00000000000,gasCCGT,2035.00000000000,A1,retrofit,power,0.41026331830
158,"('all-year', 'all-week', 'afternoon')",gas,R1,2030.00000000000,gasCCGT,2035.00000000000,A1,retrofit,power,0.05566666667
159,"('all-year', 'all-week', 'early-peak')",gas,R1,2020.00000000000,gasCCGT,2035.00000000000,A1,retrofit,power,0.30644502255
160,"('all-year', 'all-week', 'early-peak')",gas,R1,2025.00000000000,gasCCGT,2035.00000000000,A1,retrofit,power,0.61539497746
161,"('all-year', 'all-week', 'early-peak')",gas,R1,2030.00000000000,gasCCGT,2035.00000000000,A1,retrofit,power,0.08350000000
162,"('all-year', 'all-week', 'late-peak')",gas,R1,2020.00000000000,gasCCGT,2035.00000000000,A1,retrofit,power,0.61289004509
163,"('all-year', 'all-week', 'late-peak')",gas,R1,2025.00000000000,gasCCGT,2035.00000000000,A1,retrofit,power,1.23078995491
164,"('all-year', 'all-week', 'late-peak')",gas,R1,2030.00000000000,gasCCGT,2035.00000000000,A1,retrofit,power,0.16700000000
165,"('all-year', 'all-week', 'evening')",gas,R1,2020.00000000000,gasCCGT,2035.00000000000,A1,retrofit,power,0.40859336339
166,"('all-year', 'all-week', 'evening')",gas,R1,2025.00000000000,gasCCGT,2035.00000000000,A1,retrofit,power,0.82052663661
167,"('all-year', 'all-week', 'evening')",gas,R1,2030.00000000000,gasCCGT,2035.00000000000,A1,retrofit,power,0.11133333333
168,"('all-year', 'all-week', 'night')",gas,R1,2020.00000000000,gasboiler,2040.00000000000,A1,retrofit,residential,0.00000000771
169,"('all-year', 'all-week', 'night')",electricity,R1,2030.00000000000,heatpump,2040.00000000000,A1,retrofit,residential,0.14046666667
170,"('all-year', 'all-week', 'night')",electricity,R1,2035.00000000000,heatpump,2040.00000000000,A1,retrofit,residential,0.23286666401
171,"('all-year', 'all-week', 'morning')",gas,R1,2020.00000000000,gasboiler,2040.00000000000,A1,retrofit,residential,0.00000001157
172,"('all-year', 'all-week', 'morning')",electricity,R1,2030.00000000000,heatpump,2040.00000000000,A1,retrofit,residential,0.21070000000
173,"('all-year', 'all-week', 'morning')",electricity,R1,2035.00000000000,heatpump,2040.00000000000,A1,retrofit,residential,0.34929999601
174,"('all-year', 'all-week', 'afternoon')",gas,R1,2020.00000000000,gasboiler,2040.00000000000,A1,retrofit,residential,0.00000000771
175,"('all-year', 'all-week', 'afternoon')",electricity,R1,2030.00000000000,heatpump,2040.00000000000,A1,retrofit,residential,0.14046666667
176,"('all-year', 'all-week', 'afternoon')",electricity,R1,2035.00000000000,heatpump,2040.00000000000,A1,retrofit,residential,0.23286666401
177,"('all-year', 'all-week', 'early-peak')",gas,R1,2020.00000000000,gasboiler,2040.00000000000,A1,retrofit,residential,0.00000001157
178,"('all-year', 'all-week', 'early-peak')",electricity,R1,2030.00000000000,heatpump,2040.00000000000,A1,retrofit,residential,0.21070000000
179,"('all-year', 'all-week', 'early-peak')",electricity,R1,2035.00000000000,heatpump,2040.00000000000,A1,retrofit,residential,0.34929999601
180,"('all-year', 'all-week', 'late-peak')",gas,R1,2020.00000000000,gasboiler,2040.00000000000,A1,retrofit,residential,0.00000002314
181,"('all-year', 'all-week', 'late-peak')",electricity,R1,2030.00000000000,heatpump,2040.00000000000,A1,retrofit,residential,0.42140000000
182,"('all-year', 'all-week', 'late-peak')",electricity,R1,2035.00000000000,heatpump,2040.00000000000,A1,retrofit,residential,0.69859999202
183,"('all-year', 'all-week', 'evening')",gas,R1,2020.00000000000,gasboiler,2040.00000000000,A1,retrofit,residential,0.00000001543
184,"('all-year', 'all-week', 'evening')",electricity,R1,2030.00000000000,heatpump,2040.00000000000,A1,retrofit,residential,0.28093333333
185,"('all-year', 'all-week', 'evening')",electricity,R1,2035.00000000000,heatpump,2040.00000000000,A1,retrofit,residential,0.46573332801
186,"('all-year', 'all-week', 'night')",gas,R1,2020.00000000000,gasboiler,2040.00000000000,A2,retrofit,residential,0.00000000331
187,"('all-year', 'all-week', 'night')",electricity,R1,2030.00000000000,heatpump,2040.00000000000,A2,retrofit,residential,0.06020000000
188,"('all-year', 'all-week', 'night')",electricity,R1,2035.00000000000,heatpump,2040.00000000000,A2,retrofit,residential,0.09979999886
189,"('all-year', 'all-week', 'morning')",gas,R1,2020.00000000000,gasboiler,2040.00000000000,A2,retrofit,residential,0.00000000496
190,"('all-year', 'all-week', 'morning')",electricity,R1,2030.00000000000,heatpump,2040.00000000000,A2,retrofit,residential,0.09030000000
191,"('all-year', 'all-week', 'morning')",electricity,R1,2035.00000000000,heatpump,2040.00000000000,A2,retrofit,residential,0.14969999829
192,"('all-year', 'all-week', 'afternoon')",gas,R1,2020.00000000000,gasboiler,2040.00000000000,A2,retrofit,residential,0.00000000331
193,"('all-year', 'all-week', 'afternoon')",electricity,R1,2030.00000000000,heatpump,2040.00000000000,A2,retrofit,residential,0.06020000000
194,"('all-year', 'all-week', 'afternoon')",electricity,R1,2035.00000000000,heatpump,2040.00000000000,A2,retrofit,residential,0.09979999886
195,"('all-year', 'all-week', 'early-peak')",gas,R1,2020.00000000000,gasboiler,2040.00000000000,A2,retrofit,residential,0.00000000496
196,"('all-year', 'all-week', 'early-peak')",electricity,R1,2030.00000000000,heatpump,2040.00000000000,A2,retrofit,residential,0.09030000000
197,"('all-year', 'all-week', 'early-peak')",electricity,R1,2035.00000000000,heatpump,2040.00000000000,A2,retrofit,residential,0.14969999829
198,"('all-year', 'all-week', 'late-peak')",gas,R1,2020.00000000000,gasboiler,2040.00000000000,A2,retrofit,residential,0.00000000992
199,"('all-year', 'all-week', 'late-peak')",electricity,R1,2030.00000000000,heatpump,2040.00000000000,A2,retrofit,residential,0.18060000000
200,"('all-year', 'all-week', 'late-peak')",electricity,R1,2035.00000000000,heatpump,2040.00000000000,A2,retrofit,residential,0.29939999658
201,"('all-year', 'all-week', 'evening')",gas,R1,2020.00000000000,gasboiler,2040.00000000000,A2,retrofit,residential,0.00000000661
202,"('all-year', 'all-week', 'evening')",electricity,R1,2030.00000000000,heatpump,2040.00000000000,A2,retrofit,residential,0.12040000000
203,"('all-year', 'all-week', 'evening')",electricity,R1,2035.00000000000,heatpump,2040.00000000000,A2,retrofit,residential,0.19959999772
204,"('all-year', 'all-week', 'night')",gas,R1,2020.00000000000,gasCCGT,2040.00000000000,A1,retrofit,power,0.20429668170
205,"('all-year', 'all-week', 'night')",gas,R1,2025.00000000000,gasCCGT,2040.00000000000,A1,retrofit,power,0.41026331830
206,"('all-year', 'all-week', 'night')",gas,R1,2030.00000000000,gasCCGT,2040.00000000000,A1,retrofit,power,0.05566666667
207,"('all-year', 'all-week', 'night')",gas,R1,2035.00000000000,gasCCGT,2040.00000000000,A1,retrofit,power,0.22043999365
