technology,region,agent,type,sector,capacity,year
gassupply1,R2,A1,retrofit,gas,9.97600000000,2035
gassupply1,R1,A2,retrofit,gas,11.67940000000,2035
gassupply1,R2,A2,retrofit,gas,9.97600000000,2035
gasboiler,R1,A1,retrofit,residential,2.93000000000,2040
heatpump,R1,A1,retrofit,residential,18.07000000000,2040
gasboiler,R2,A1,retrofit,residential,2.93000000000,2040
heatpump,R2,A1,retrofit,residential,18.07000000000,2040
gasboiler,R1,A2,retrofit,residential,2.93000000000,2040
heatpump,R1,A2,retrofit,residential,18.07000000000,2040
gasboiler,R2,A2,retrofit,residential,2.93000000000,2040
heatpump,R2,A2,retrofit,residential,18.07000000000,2040
gasCCGT,R1,A1,retrofit,power,0.56670000000,2040
solarPV,R1,A1,retrofit,power,13.26600000000,2040
windturbine,R1,A1,retrofit,power,17.98500000000,2040
solarPV,R2,A1,retrofit,power,13.26600000000,2040
windturbine,R2,A1,retrofit,power,19.26000000000,2040
gasCCGT,R1,A2,retrofit,power,0.56670000000,2040
solarPV,R1,A2,retrofit,power,13.26600000000,2040
windturbine,R1,A2,retrofit,power,17.98500000000,2040
solarPV,R2,A2,retrofit,power,13.26600000000,2040
windturbine,R2,A2,retrofit,power,19.26000000000,2040
gassupply1,R1,A1,retrofit,gas,11.67940000000,2040
gassupply1,R2,A1,retrofit,gas,9.97600000000,2040
gassupply1,R1,A2,retrofit,gas,11.67940000000,2040
gassupply1,R2,A2,retrofit,gas,9.97600000000,2040
gasboiler,R1,A1,retrofit,residential,2.93000000000,2045
heatpump,R1,A1,retrofit,residential,21.07000000000,2045
gasboiler,R2,A1,retrofit,residential,2.93000000000,2045
heatpump,R2,A1,retrofit,residential,21.07000000000,2045
gasboiler,R1,A2,retrofit,residential,2.93000000000,2045
heatpump,R1,A2,retrofit,residential,21.07000000000,2045
gasboiler,R2,A2,retrofit,residential,2.93000000000,2045
heatpump,R2,A2,retrofit,residential,21.07000000000,2045
gasCCGT,R1,A1,retrofit,power,0.56670000000,2045
solarPV,R1,A1,retrofit,power,18.66600000000,2045
windturbine,R1,A1,retrofit,power,17.98500000000,2045
solarPV,R2,A1,retrofit,power,18.66600000000,2045
windturbine,R2,A1,retrofit,power,19.26000000000,2045
gasCCGT,R1,A2,retrofit,power,0.56670000000,2045
solarPV,R1,A2,retrofit,power,18.66600000000,2045
windturbine,R1,A2,retrofit,power,17.98500000000,2045
solarPV,R2,A2,retrofit,power,18.66600000000,2045
windturbine,R2,A2,retrofit,power,19.26000000000,2045
gassupply1,R1,A1,retrofit,gas,11.67940000000,2045
gassupply1,R2,A1,retrofit,gas,9.97600000000,2045
gassupply1,R1,A2,retrofit,gas,11.67940000000,2045
gassupply1,R2,A2,retrofit,gas,9.97600000000,2045
gasboiler,R1,A1,retrofit,residential,0.82300000000,2050
heatpump,R1,A1,retrofit,residential,26.17700000000,2050
gasboiler,R2,A1,retrofit,residential,0.82300000000,2050
heatpump,R2,A1,retrofit,residential,26.17700000000,2050
gasboiler,R1,A2,retrofit,residential,0.82300000000,2050
heatpump,R1,A2,retrofit,residential,26.17700000000,2050
gasboiler,R2,A2,retrofit,residential,0.82300000000,2050
heatpump,R2,A2,retrofit,residential,26.17700000000,2050
gasCCGT,R1,A1,retrofit,power,0.56670000000,2050
solarPV,R1,A1,retrofit,power,29.72520000000,2050
windturbine,R1,A1,retrofit,power,16.11840000000,2050
solarPV,R2,A1,retrofit,power,29.72520000000,2050
windturbine,R2,A1,retrofit,power,17.39340000000,2050
gasCCGT,R1,A2,retrofit,power,0.56670000000,2050
solarPV,R1,A2,retrofit,power,29.72520000000,2050
windturbine,R1,A2,retrofit,power,16.11840000000,2050
solarPV,R2,A2,retrofit,power,29.72520000000,2050
windturbine,R2,A2,retrofit,power,17.39340000000,2050
gassupply1,R1,A1,retrofit,gas,11.67940000000,2050
gassupply1,R2,A1,retrofit,gas,9.97600000000,2050
gassupply1,R1,A2,retrofit,gas,11.67940000000,2050
gassupply1,R2,A2,retrofit,gas,9.97600000000,2050
